Entity Pair,Subject,Object,STV+AF8-sum,Rel+AF8-Count,Strength,overall
1463,Jane+AF8-Birkin,Comment+AF8-r+//0Aw//9AKk-ussir+AF8-quand+AF8-on+AF8-est+AF8-con+AF8-et+AF8-pleurnichard,0.4762240052,1,121.8588380031,58.0321039028
1464,Jane+AF8-Birkin,The+AF8-Pirate+AF8AXw-1984+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1465,Jane+AF8-Birkin,36+AF8-Views+AF8-from+AF8-the+AF8-Pic+AF8-Saint+AC0-Loup,0.4276425838,1,109.4275546245,46.7958821985
1466,Jane+AF8-Birkin,Dust+AF8AXw-1985+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1467,Jane+AF8-Birkin,La+AF8-Piscine+AF8AXw-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1468,Jane+AF8-Birkin,Serious+AF8-as+AF8-Pleasure,0.4276425838,1,109.4275546245,46.7958821985
1469,Elen+AF8AXw-saint+AF8-,Flavius+AF8-Victor,0.0159104131,1,4.0712446902,0.0647751849
1470,Jim+AF8-Carrey,Lauren+AF8-Holly,1.3646494448,2,174.5970318685,238.2637426031
1471,Hu+AF8-Shih,Shanghai,0.3992563188,1,102.1639198006,40.7895905338
1472,Henry+AF8-Stafford,+AF8-2nd+AF8-Duke+AF8-of+AF8-BuckinghamHenry+AF8-Stafford+AF8-1st+AF8-Earl+AF8-of+AF8-Wiltshire,0.4476759434,1,114.5538017172,51.2829812538
1473,Akhenaten,Smenkhkare,0.4782646596,1,122.3810119616,58.5305130273
1474,EADS+AF8-CASA,Spain,0.395940274,1,101.3153918774,40.1148440204
1475,Charlotte+AF8-Atkins,United+AF8-Kingdom,0.4166200161,1,106.6070389069,44.4146262658
1476,Panasonic+AF8-Corporation,Kadoma+AF8-Osaka,0.4956986308,1,126.842113143,62.8754618128
1477,Hannah+AF8-Arendt,The+AF8-Origins+AF8-of+AF8-Totalitarianism,0.4631760418,1,118.5200528077,54.8956489334
1478,John+AF8-Abbott,Montreal,0.4476759434,1,114.5538017172,51.2829812538
1479,Rex+AF8-Harrison,Kay+AF8-Kendall,0.861223042,2,110.187262731,94.8958095989
1480,Philip+AF8-V+AF8-of+AF8-Macedon,Amphipolis,0.5158090591,1,131.9880810019,68.080647874
1481,Philip+AF8-V+AF8-of+AF8-Macedon,Pella,0.5640068054,1,144.3211874694,81.3981318961
1482,Clayton,+AF8-AlabamaAlabama,0.4154525697,1,106.3083062513,44.1660590126
1483,Kenneth+AF8-Branagh,Emma+AF8-Thompson,1.3638971447,2,174.5007805088,238.0011162839
1484,Giorgio+AF8-Vasari,Italy,0.4276426435,1,109.4275699008,46.7958952642
1485,Giorgio+AF8-Vasari,Arezzo,0.4722479284,1,120.8414174334,57.0671090479
1486,Carol+AF8-Cleveland,London,0.4113820791,1,105.2667265552,43.3048448303
1487,Carol+AF8-Cleveland,Monty+AF8-Python+AF8-Live+AF8-at+AF8-the+AF8-Hollywood+AF8-Bowl,0.4254616201,1,108.8694775445,46.3197842955
1488,Carol+AF8-Cleveland,And+AF8-Now+AF8-for+AF8-Something+AF8-Completely+AF8-Different,0.4475468695,1,114.5207735723,51.253413705
1489,N+//0Aw//9AK4-mes,geoent+AF8-N+//0Aw//9AK4-mes+AF8-6431349,0.4276425838,1,109.4275546245,46.7958821985
1490,Neil+AF8-Finn,Don't+AF8-Dream+AF8-It's+AF8-Over,0.4318322241,1,110.4996230062,47.717297965
1491,Neil+AF8-Finn,Message+AF8-to+AF8-My+AF8-Girl+AF8AXw-ENZSO+AF8-song+AF8-,0.4107668698,1,105.1093033896,43.1754195402
1492,Neil+AF8-Finn,One+AF8-Nil,0.4276425838,1,109.4275546245,46.7958821985
1493,Neil+AF8-Finn,Try+AF8-Whistling+AF8-This,0.5158090591,1,131.9880810019,68.080647874
1494,Neil+AF8-Finn,Sessions+AF8-at+AF8-West+AF8-54th+AF8AXw-Neil+AF8-Finn+AF8-album+AF8-,0.4749694765,1,121.5378222459,57.7267558071
1495,Neil+AF8-Finn,Sinner+AF8AXw-Neil+AF8-Finn+AF8-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1496,Neil+AF8-Finn,She+AF8-Will+AF8-Have+AF8-Her+AF8-Way+AF8AXw-song+AF8-,0.4906888008,1,125.5601700748,61.6109692822
1497,Neil+AF8-Finn,Distant+AF8-Sun,0.446823746,1,114.3357367231,51.0879221843
1498,Neil+AF8-Finn,Better+AF8-Be+AF8-Home+AF8-Soon,0.5020970702,1,128.4793812811,64.5091209224
1499,Neil+AF8-Finn,Don't+AF8-Stop+AF8-Now,0.4181512892,1,106.9988695551,44.7417152474
1500,Neil+AF8-Finn,It's+AF8-Only+AF8-Natural,0.420143038,1,107.5085292777,45.1689601016
1501,Neil+AF8-Finn,Mean+AF8-to+AF8-Me+AF8AXw-Crowded+AF8-House+AF8-song+AF8-,0.4547978938,1,116.3762058602,52.9276533136
1502,Neil+AF8-Finn,Something+AF8-So+AF8-Strong,0.408213675,1,104.4559777527,42.6403585541
1503,Neil+AF8-Finn,World+AF8-Where+AF8-You+AF8-Live,0.4115637541,1,105.3132145612,43.3431019411
1504,Neil+AF8-Finn,Now+AF8-We're+AF8-Getting+AF8-Somewhere,0.5664188266,1,144.938388823,82.0958321264
1505,Neil+AF8-Finn,Sister+AF8-Madly,0.4276425838,1,109.4275546245,46.7958821985
1506,Neil+AF8-Finn,When+AF8-You+AF8-Come,0.3989317715,1,102.0808728386,40.7233034378
1507,Neil+AF8-Finn,Into+AF8-Temptation+AF8AXw-song+AF8-,0.4318557382,1,110.5056399245,47.7224947048
1508,Neil+AF8-Finn,I+AF8-Feel+AF8-Possessed,0.6202318072,1,158.7083525666,98.4359683301
1509,Neil+AF8-Finn,Chocolate+AF8-Cake+AF8AXw-song+AF8-,0.4962947369,1,126.9946480759,63.0267754545
1510,Neil+AF8-Finn,Fall+AF8-at+AF8-Your+AF8-Feet,0.4276425838,1,109.4275546245,46.7958821985
1511,Neil+AF8-Finn,Nails+AF8-in+AF8-My+AF8-Feet,0.4372947514,1,111.8974047687,48.9321478006
1512,Neil+AF8-Finn,Instinct+AF8AXw-song+AF8-,0.4466849864,1,114.3002301475,51.056196749
1513,Neil+AF8-Finn,Weather+AF8-with+AF8-You,0.6821832657,1,174.560835144,119.0824805819
1514,Neil+AF8-Finn,Four+AF8-Seasons+AF8-in+AF8-One+AF8-Day,0.4276426435,1,109.4275699008,46.7958952642
1515,Neil+AF8-Finn,Locked+AF8-Out,0.4276425838,1,109.4275546245,46.7958821985
1516,Neil+AF8-Finn,Private+AF8-Universe,0.4474327564,1,114.4915736797,51.2272803961
1517,Neil+AF8-Finn,Pineapple+AF8-Head,0.4176021516,1,106.8583531823,44.6242782054
1518,Neil+AF8-Finn,Fingers+AF8-of+AF8-Love,0.5916664004,1,151.398877946,89.5776291389
1519,Neil+AF8-Finn,Everything+AF8-Is+AF8-Good+AF8-for+AF8-You,0.4152041972,1,106.2447513194,44.1132666783
1520,Neil+AF8-Finn,Not+AF8-the+AF8-Girl+AF8-You+AF8-Think+AF8-You+AF8-Are,0.4919268191,1,125.8769610593,61.9222530519
1521,Neil+AF8-Finn,Message+AF8-to+AF8-My+AF8-Girl,0.4276425838,1,109.4275546245,46.7958821985
1522,Neil+AF8-Finn,I+AF8-Got+AF8-You+AF8AXw-Split+AF8-Enz+AF8-song+AF8-,0.7456231117,1,190.7941745646,142.2605461331
1523,Neil+AF8-Finn,One+AF8-Step+AF8-Ahead+AF8AXw-Split+AF8-Enz+AF8-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1524,Neil+AF8-Finn,She+AF8-Called+AF8-Up,0.4241876602,1,108.5434896242,46.0428088936
1525,Neil+AF8-Finn,I+AF8-Walk+AF8-Away,0.4276425838,1,109.4275546245,46.7958821985
1526,Neil+AF8-Finn,Strait+AF8-Old+AF8-Line,0.4256498814,1,108.9176508895,46.3607851835
1527,Neil+AF8-Finn,One+AF8-Mouth+AF8-Is+AF8-Fed,0.4276425838,1,109.4275546245,46.7958821985
1528,Neil+AF8-Finn,Hello+AF8-Sandy+AF8-Allen,0.4276425838,1,109.4275546245,46.7958821985
1529,Neil+AF8-Finn,Dirty+AF8-Creature,0.4276425838,1,109.4275546245,46.7958821985
1530,Neil+AF8-Finn,Iris+AF8AXw-Split+AF8-Enz+AF8-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1531,Neil+AF8-Finn,History+AF8-Never+AF8-Repeats,0.4276425838,1,109.4275546245,46.7958821985
1532,Neil+AF8-Finn,What's+AF8-the+AF8-Matter+AF8-with+AF8-You,0.4276425838,1,109.4275546245,46.7958821985
1533,Neil+AF8-Finn,Things+AF8AXw-1979+AF8-song+AF8-,0.4059870839,1,103.8862252808,42.1764656591
1534,Neil+AF8-Finn,Pour+AF8-Le+AF8-Monde,0.4113820195,1,105.2667113044,43.3048322825
1535,Neil+AF8-Finn,Suffer+AF8-Never+AF8AXw-song+AF8-,0.0820804238,1,21.0031937866,1.7239510472
1536,Neil+AF8-Finn,The+AF8-Sun+AF8-Came+AF8-Out,0.7305878401,1,186.9468659321,136.5811069948
1537,Neil+AF8-Finn,7+AF8-Worlds+AF8-Collide+AF8AXw-album+AF8-,0.7305878401,1,186.9468659321,136.5811069948
1538,Neil+AF8-Finn,Saturday+AF8-Sun,0.4276425838,1,109.4275546245,46.7958821985
1539,Neil+AF8-Finn,Give+AF8-It+AF8-A+AF8-Whirl+AF8AXw-Split+AF8-Enz+AF8-song+AF8-,0.4148673117,1,106.1585471904,44.0417110869
1540,Laraine+AF8-Newman,Problem+AF8-Child+AF8-2,0.4276425838,1,109.4275546245,46.7958821985
1541,Laraine+AF8-Newman,Demolition+AF8-University,0.4793458283,1,122.6576674011,58.7954411777
1542,Laraine+AF8-Newman,Invaders+AF8-from+AF8-Mars+AF8AXw-1986+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1543,Laraine+AF8-Newman,Revenge+AF8-of+AF8-the+AF8-Red+AF8-Baron,0.4065216482,1,104.0230125568,42.2876065153
1544,Deftones,White+AF8-Pony,0.4276425838,1,109.4275546245,46.7958821985
1545,Deftones,Around+AF8-the+AF8-Fur,0.4276425838,1,109.4275546245,46.7958821985
1546,Deftones,Adrenaline+AF8AXw-album+AF8-,0.9446027875,1,241.710196887,228.3201257467
1547,Deftones,Deftones+AF8AXw-album+AF8-,0.4424107373,1,113.206511597,50.0837762628
1548,Deftones,B+AC0-Sides+AF8AJgBf-Rarities+AF8AXw-Deftones+AF8-album+AF8-,0.4258196056,1,108.9610808585,46.3977644769
1549,Deftones,Back+AF8-to+AF8-School+AF8AXw-Mini+AF8-Maggit+AF8-,0.4173130393,1,106.7843735245,44.5625114653
1550,Deftones,Saturday+AF8-Night+AF8-Wrist,0.3957529068,1,101.2674473197,40.076886641
1551,Deftones,Hole+AF8-in+AF8-the+AF8-Earth,0.5791468024,1,148.1952938177,85.8268305453
1552,Deftones,Change+AF8AXw-In+AF8-the+AF8-House+AF8-of+AF8-Flies+AF8-,0.3949653506,1,101.0659230741,39.9175377407
1553,Deftones,Hexagram+AF8AXw-song+AF8-,0.4213554561,1,107.8187695411,45.4300268161
1554,Deftones,Minerva+AF8AXw-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1555,Deftones,Family+AF8-Values+AF8-Tour+AF8-2006+AF8-CD,0.3854900301,1,98.641325546,38.0252475538
1556,Deftones,Family+AF8-Values+AF8-Tour+AF8-2006+AF8-DVD,0.4193560183,1,107.3071423146,44.9998959362
1557,Deftones,Mein+AF8AXw-song+AF8-,0.4474327564,1,114.4915736797,51.2272803961
1558,Deftones,My+AF8-Own+AF8-Summer+AF8AXw-Shove+AF8-It+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1559,Deftones,Digital+AF8-Bath,0.4143872857,1,106.0357154769,43.9398523237
1560,Deftones,7+AF8-Words,0.4956397116,1,126.8270365716,62.8605158294
1561,Deftones,Bored+AF8AXw-song+AF8-,0.4153022468,1,106.2698407945,44.134103649
1562,Deftones,Live+AF8AXw-Deftones+AF8-album+AF8-,0.4154197276,1,106.2999024328,44.1590765125
1563,Deftones,Deftones+AF8-discography,0.4154525697,1,106.3083062513,44.1660590126
1564,Deftones,Eros+AF8AXw-album+AF8-,0.4280184209,1,109.5237259048,46.8781722128
1565,Deftones,Diamond+AF8-Eyes,0.4998057485,1,127.8930651845,63.9216891725
1566,Deftones,Rocket+AF8-Skates,0.4321557581,1,110.5824106794,47.7888255197
1567,Deftones,Diamond+AF8-Eyes+AF8AXw-song+AF8-,0.4070726633,1,104.1640093546,42.402320708
1568,Gustav+AF8-IV+AF8-Adolf+AF8-of+AF8-Sweden,Gustavus+AF8-Crown+AF8-Prince+AF8-of+AF8-Sweden,0.4276425838,1,109.4275546245,46.7958821985
1569,Horn+AF8-Hill,+AF8-AlabamaAlabama,0.4276425838,1,109.4275546245,46.7958821985
1570,Cullman,+AF8-AlabamaAlabama,0.4276425838,1,109.4275546245,46.7958821985
1571,Langston,+AF8-AlabamaAlabama,0.4037350118,1,103.3099525893,41.7098449277
1572,Woodville,+AF8-AlabamaAlabama,0.4276425838,1,109.4275546245,46.7958821985
1573,Trussville,+AF8-AlabamaAlabama,0.4813362658,1,123.166991581,59.2847397974
1574,Rogersville,+AF8-AlabamaAlabama,0.4828420579,1,123.5523020096,59.6562477606
1575,St.+AF8-Florian,+AF8-AlabamaAlabama,0.4276426435,1,109.4275699008,46.7958952642
1576,Town+AF8-Creek,+AF8-AlabamaAlabama,0.4480448067,1,114.6481885029,51.3675254563
1577,Brilliant,+AF8-AlabamaAlabama,0.4276425838,1,109.4275546245,46.7958821985
1578,Kansas,+AF8-AlabamaAlabama,0.4276425838,1,109.4275546245,46.7958821985
1579,St.+AF8-George,+AF8-AlaskaAlaska,0.4264363348,1,109.1188929445,46.5322607647
1580,Akiak,+AF8-AlaskaAlaska,0.4148387313,1,106.1512338792,44.0356431884
1581,Nightmute,+AF8-AlaskaAlaska,0.4276425838,1,109.4275546245,46.7958821985
1582,Quinhagak,+AF8-AlaskaAlaska,0.4276425838,1,109.4275546245,46.7958821985
1583,Pelican,+AF8-AlaskaAlaska,0.4276425838,1,109.4275546245,46.7958821985
1584,Nikolai,+AF8-AlaskaAlaska,0.4634473324,1,118.5894721501,54.9599745187
1585,Tanana,+AF8-AlaskaAlaska,0.4276425838,1,109.4275546245,46.7958821985
1586,MC+AF8-Ren,Fuck+AF8-tha+AF8-Police,0.672144711,1,171.992114127,115.6035898442
1587,MC+AF8-Ren,Eazy+AC0-er+AF8-Said+AF8-Than+AF8-Dunn,0.4436353147,1,113.5198632496,50.3614202574
1588,MC+AF8-Ren,Kizz+AF8-My+AF8-Black+AF8-Azz,0.4276426435,1,109.4275699008,46.7958952642
1589,MC+AF8-Ren,Shock+AF8-of+AF8-the+AF8-Hour,0.438273102,1,112.1477505429,49.1513425128
1590,MC+AF8-Ren,The+AF8-Villain+AF8-in+AF8-Black,0.4344629347,1,111.1727838157,48.3004539153
1591,MC+AF8-Ren,Ruthless+AF8-for+AF8-Life,0.415430069,1,106.3025486475,44.1612751195
1592,MC+AF8-Ren,Chin+AF8-Check,0.43302387,1,110.804547964,47.981014173
1593,MC+AF8-Ren,Ruthless+AF8-for+AF8-Life+AF8AXw-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1594,MC+AF8-Ren,Eazy+AC0-Duz+AC0-It+AF8AXw-song+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1595,MC+AF8-Ren,Renincarnated,0.4044555724,1,103.4943336295,41.8588599483
1596,MC+AF8-Ren,Villain+AF8-Entertainment,0.7181856036,1,183.773312915,131.9833476614
1597,MC+AF8-Ren,Final+AF8-Frontier+AF8AXw-song+AF8-,0.4267269373,1,109.1932539229,46.5957028203
1598,MC+AF8-Ren,May+AF8-Day+AF8-on+AF8-the+AF8-Front+AF8-Line,0.433894366,1,111.0272953054,48.1741179052
1599,MC+AF8-Ren,Same+AF8-Ol'+AF8-Shit,0.446046412,1,114.1368281906,50.9103226915
1600,MC+AF8-Ren,Fuck+AF8-What+AF8-Ya+AF8-Heard,0.9443958402,1,241.6572420649,228.2200941603
1601,MC+AF8-Ren,Mad+AF8-Scientist+AF8AXw-song+AF8-,0.5185357928,1,132.6858127344,68.8023430996
1602,MC+AF8-Ren,Keep+AF8-It+AF8-Real+AF8AXw-MC+AF8-Ren+AF8-song+AF8-,0.4549107552,1,116.4050854608,52.9539253361
1603,Parliament+AC0-Funkadelic,Dope+AF8-Dogs,0.4549107552,1,116.4050854608,52.9539253361
1604,Parliament+AC0-Funkadelic,Police+AF8-Doggy,0.4617270231,1,118.1492698713,54.5527106591
1605,Parliament+AC0-Funkadelic,Live+AF8-1976+//0A4v/9AID//QCT-1993,0.4276425838,1,109.4275546245,46.7958821985
1606,OR+AF8-Tambo+AF8-International+AF8-Airport,Kempton+AF8-Park+AF8-Gauteng,0.4106097519,1,105.0690991905,43.142396751
1607,Paradise+AF8-Valley,+AF8-ArizonaArizona,0.4736453891,1,121.199007423,57.4053510294
1608,Taylor,+AF8-ArizonaArizona,0.4344629347,1,111.1727838157,48.3004539153
1609,Kearny,+AF8-ArizonaArizona,0.4177514613,1,106.8965593759,44.6561938872
1610,Elm+AF8-Springs,+AF8-ArkansasArkansas,0.4407606125,1,112.7842685171,49.710863272
1611,Holland,+AF8-ArkansasArkansas,0.5916664004,1,151.398877946,89.5776291389
1612,McCaskill,+AF8-ArkansasArkansas,0.4410901666,1,112.8685966468,49.7852280989
1613,Redfield,+AF8-ArkansasArkansas,0.4407606125,1,112.7842685171,49.710863272
1614,Keo,+AF8-ArkansasArkansas,0.5308241844,1,135.8302344876,72.1019734387
1615,Daisy,+AF8-ArkansasArkansas,0.4856594503,1,124.2732319928,60.3544695366
1616,Glenwood,+AF8-ArkansasArkansas,0.7036633492,1,180.057277967,126.6997072621
1617,Lockesburg,+AF8-ArkansasArkansas,0.4153741598,1,106.2882422915,44.1493893385
1618,Russell,+AF8-ArkansasArkansas,0.425349474,1,108.8407809789,46.2953689391
1619,Patterson,+AF8-ArkansasArkansas,0.4338943958,1,111.0273029308,48.1741245224
1620,Lafayette,+AF8-CaliforniaSan+AF8-Francisco+AF8-Bay+AF8-Area,0.4143873155,1,106.0357231023,43.9398586435
1621,Parlier,+AF8-CaliforniaCalifornia,0.4276425838,1,109.4275546245,46.7958821985
1622,Reedley,+AF8-CaliforniaCalifornia,0.5379638076,1,137.6571608445,74.0545703913
1623,Alhambra,+AF8-CaliforniaLos+AF8-Angeles+AF8-County+AF8-California,0.4276425838,1,109.4275546245,46.7958821985
1624,Bell+AF8-Gardens,+AF8-CaliforniaLos+AF8-Angeles+AF8-County+AF8-California,0.4276426435,1,109.4275699008,46.7958952642
1625,Paramount,+AF8-CaliforniaLos+AF8-Angeles+AF8-County+AF8-California,1,1,255.88554267,255.88554267
1626,Livingston,+AF8-CaliforniaCalifornia,0.3992562592,1,102.1639045498,40.7895783558
1627,Laguna+AF8-Niguel,+AF8-CaliforniaOrange+AF8-County+AF8-California,0.492549628,1,126.0363288527,62.0791468909
1628,San+AF8-Juan+AF8-Bautista,+AF8-CaliforniaCalifornia,0.4276425838,1,109.4275546245,46.7958821985
1629,Rialto,+AF8-California+AF8-San+AF8-Bernardino+AF8-County+AF8-California,0.4276425838,1,109.4275546245,46.7958821985
1630,Hillsborough,+AF8-CaliforniaCalifornia,0.4275161326,1,109.3951975905,46.7682117989
1631,Petaluma,+AF8-CaliforniaCalifornia,0.4276425838,1,109.4275546245,46.7958821985
1632,Tehama,+AF8-CaliforniaCalifornia,0.4321393371,1,110.5782087829,47.7851938411
1633,Avon,+AF8-ColoradoColorado,0.4276425838,1,109.4275546245,46.7958821985
1634,Brookside,+AF8-ColoradoColorado,0.4044215679,1,103.4856323695,41.851821698
1635,Wellington,+AF8-ColoradoColorado,0.4276425838,1,109.4275546245,46.7958821985
1636,Iliff,+AF8-ColoradoColorado,0.4946915507,1,126.5844159051,62.6202409986
1637,Fowler,+AF8-ColoradoColorado,0.4321393371,1,110.5782087829,47.7851938411
1638,Rocky+AF8-Ford,+AF8-ColoradoColorado,0.4465464652,1,114.2647845751,51.0245356488
1639,Rye,+AF8-ColoradoColorado,0.4276425838,1,109.4275546245,46.7958821985
1640,Kenton,+AF8-DelawareKent+AF8-County+AF8-Delaware,0.7265753746,1,185.9201340202,135.0849910214
1641,New+AF8-Castle,+AF8-DelawareDelaware,0.4276425838,1,109.4275546245,46.7958821985
1642,Cape+AF8-Canaveral,+AF8-FloridaBrevard+AF8-County+AF8-Florida,0.4106097221,1,105.0690915651,43.1423904889
1643,Pompano+AF8-Beach,+AF8-FloridaBroward+AF8-County+AF8-Florida,0.4276425838,1,109.4275546245,46.7958821985
1644,Lake+AF8-Placid,+AF8-FloridaHighlands+AF8-County+AF8-Florida,0.4276425838,1,109.4275546245,46.7958821985
1645,Pierre+AF8-Bourdieu,Paris,0.4267039001,1,109.1873590365,46.5906719425
1646,Astatula,+AF8-FloridaLake+AF8-County+AF8-Florida,0.4276425838,1,109.4275546245,46.7958821985
1647,Tavares,+AF8-FloridaLake+AF8-County+AF8-Florida,0.6166383624,1,157.7888419939,97.2986531321
1648,Bay+AF8-Harbor+AF8-Islands,+AF8-FloridaMiami+AC0-Dade+AF8-County+AF8-Florida,0.7238607407,1,185.2254984515,134.0774665057
1649,Lakeland,+AF8-FloridaPolk+AF8-County+AF8-Florida,0.4276425838,1,109.4275546245,46.7958821985
1650,DeLand,+AF8-Florida+AF8-Volusia+AF8-County+AF8AXw-Florida,0.4078284204,1,104.3573966703,42.5599122411
1651,Clark+AF8-Fork,+AF8-Idaho+AF8-Idaho,0.4169176221,1,106.6831919797,44.4781027182
1652,Oldtown,+AF8-Idaho+AF8-Idaho,0.4828420281,1,123.5522943843,59.6562403969
1653,Kootenai,+AF8-Idaho+AF8-Idaho,0.4203598201,1,107.564000683,45.2155839763
1654,Oxford,+AF8-Idaho+AF8-Idaho,0.4257438779,1,108.9417032349,46.3812632002
1655,Buhl,+AF8-Idaho+AF8-Idaho,0.5163173676,1,132.1181497983,68.214895316
1656,Ripley,+AF8-Illinois+AF8-Illinois,0.4040887356,1,103.4004653958,41.7829633223
1657,Shannon,+AF8-Illinois+AF8-Illinois,0.5025786757,1,128.6026171659,64.6329330268
1658,Bulpitt,+AF8-Illinois+AF8-Illinois,0.4346316457,1,111.2159545215,48.3379733418
1659,Alsip,+AF8-Illinois+AF8-Illinois,0.4333811402,1,110.895968243,48.0602211607
1660,Golf,+AF8-Illinois+AF8-Illinois,0.4572899044,1,117.0138753449,53.5092638699
1661,Kenilworth,+AF8-Illinois+AF8-Illinois,0.425349474,1,108.8407809789,46.2953689391
1662,Riverside,+AF8-Illinois+AF8-Illinois,0.4783171713,1,122.3944489465,58.5433666029
1663,Carol+AF8-Stream,+AF8-Illinois+AF8-Illinois,0.5499971509,1,140.736319425,77.4045747119
1664,Downers+AF8-Grove,+AF8-Illinois+AF8-Illinois,0.4257425964,1,108.9413753175,46.3809839831
1665,Piper+AF8-City,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1666,Ellisville,+AF8-Illinois+AF8-Illinois,0.4276426435,1,109.4275699008,46.7958952642
1667,Vermont,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1668,East+AF8-Brooklyn,+AF8-Illinois+AF8-Illinois,0.4849816263,1,124.0997866308,60.1861163437
1669,Media,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1670,Watseka,+AF8-Illinois+AF8-Illinois,0.4849816859,1,124.0998018815,60.1861311364
1671,Virgil,+AF8-Illinois+AF8-Illinois,0.4203598201,1,107.564000683,45.2155839763
1672,Green+AF8-Oaks,+AF8-Illinois+AF8-Illinois,0.411806196,1,105.3752519383,43.3941816533
1673,Libertyville,+AF8-Illinois+AF8-Illinois,0.4252923727,1,108.8261695818,46.2829398733
1674,Park+AF8-City,+AF8-Illinois+AF8-Illinois,0.4742409885,1,121.3514126987,57.5498139141
1675,Cullom,+AF8-Illinois+AF8-Illinois,0.4929628372,1,126.1420631131,62.1833493225
1676,Maroa,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1677,Wood+AF8-River,+AF8-Illinois+AF8-Illinois,0.4419024885,1,113.076458077,49.968768215
1678,Chenoa,+AF8-Illinois+AF8-Illinois,0.427642554,1,109.4275469991,46.7958756766
1679,Gridley,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1680,Murrayville,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1681,Leaf+AF8-River,+AF8-Illinois+AF8-Illinois,0.4790124595,1,122.5723631448,58.7136891367
1682,Norwood,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1683,Lenzburg,+AF8-Illinois+AF8-Illinois,0.0183418393,1,4.6934115028,0.0860857996
1684,New+AF8-Athens,+AF8-Illinois+AF8-Illinois,0.4167755246,1,106.6468312838,44.4477890553
1685,Smithton,+AF8-Illinois+AF8-Illinois,0.4106097221,1,105.0690915651,43.1423904889
1686,Fithian,+AF8-Illinois+AF8-Illinois,0.4276425838,1,109.4275546245,46.7958821985
1687,Erie,+AF8-Illinois+AF8-Illinois,0.4163707495,1,106.5432551877,44.3614950167
1688,Durand,+AF8-Illinois+AF8-Illinois,0.5657536983,1,144.7681921071,81.9031400808
1689,Van+AF8-Buren,+AF8-Indiana+AF8-Indiana,0.4074460566,1,104.2595553018,42.4801446706
1690,Westfield,+AF8-Indiana+AF8-Indiana,0.4802261293,1,122.8829237002,59.0115908056
1691,Kennard,+AF8-Indiana+AF8-Indiana,0.4480448067,1,114.6481885029,51.3675254563
1692,Middletown,+AF8-Indiana+AF8-Indiana,0.4276425838,1,109.4275546245,46.7958821985
1693,Brooksburg,+AF8-Indiana+AF8-Indiana,0.4276425838,1,109.4275546245,46.7958821985
1694,Cedar+AF8-Lake,+AF8-Indiana+AF8-Indiana,0.4193560183,1,107.3071423146,44.9998959362
1695,Wingate,+AF8-Indiana+AF8-Indiana,0.3854900002,1,98.641317895,38.0252416551
1696,Brook,+AF8-Indiana+AF8-Indiana,0.4276425838,1,109.4275546245,46.7958821985
1697,Russellville,+AF8-Indiana+AF8-Indiana,0.5132139921,1,131.3240408743,67.3973352758
1698,Morristown,+AF8-Indiana+AF8-Indiana,0.4044555724,1,103.4943336295,41.8588599483
1699,Dana,+AF8-Indiana+AF8-Indiana,0.4276425838,1,109.4275546245,46.7958821985
1700,Monticello,+AF8-Indiana+AF8-Indiana,0.4276425838,1,109.4275546245,46.7958821985
1701,Pembrokeshire,geoent+AF8-Wales+AF8-2634895,0.4105223715,1,105.0467398095,43.1240367449
1702,Sean+AF8-Penn,Santa+AF8-Monica+AF8AXw-California,0.4276426435,1,109.4275699008,46.7958952642
1703,Sean+AF8-Penn,Madonna+AF8AXw-entertainer+AF8-,0.4760190845,1,121.8064017586,57.9821718513
1704,Sean+AF8-Penn,The+AF8-Thin+AF8-Red+AF8-Line+AF8AXw-1998+AF8-film+AF8-,0.4276425838,1,109.4275546245,46.7958821985
1705,Sean+AF8-Penn,Casualties+AF8-of+AF8-War,0.4154525697,1,106.3083062513,44.1660590126
1706,Sean+AF8-Penn,It's+AF8-All+AF8-About+AF8-Love,0.3989317715,1,102.0808728386,40.7233034378
1707,Sean+AF8-Penn,Fast+AF8-Times+AF8-at+AF8-Ridgemont+AF8-High,0.4727427065,1,120.968023996,57.1867510638
