Subject,Predicate,Object,stv,Strength,overall,MturkTruth
Alex_Chandon,directed,Bad_Karma__1991_film_,0.4244270325,,,1
Alex_Chandon,created,Drillbit__film_,0.4276425838,,,1
Alex_Chandon,directed,Drillbit__film_,0.6697092056,,,1
Alex_Chandon,created,Chainsaw_Scumfuck,0.4177514613,,,1
Alex_Chandon,actedIn,Chainsaw_Scumfuck,0.4463077784,,,1
Alex_Chandon,directed,Chainsaw_Scumfuck,0.4276425838,,,1
Jamil_Dehlavi,produced,The_Blood_of_Hussain,0.5516952872,,,1
Jamil_Dehlavi,created,The_Blood_of_Hussain,0.4543261528,,,1
Jamil_Dehlavi,directed,The_Blood_of_Hussain,0.4689310491,,,1
Edna_Manley,isMarriedTo,Norman_Manley,0.4276425838,,,1
Alan_Rudolph,created,Afterglow__film_,0.4481486082,,,1
Alan_Rudolph,directed,Afterglow__film_,0.3854900301,,,1
Alan_Rudolph,created,Trixie__film_,0.7315564156,,,1
Alan_Rudolph,directed,Trixie__film_,0.4276426435,,,1
Alan_Rudolph,created,Welcome_to_L.A.,0.4276425838,,,1
Alan_Rudolph,directed,Welcome_to_L.A.,0.4475468695,,,1
Alan_Rudolph,created,Choose_Me,0.4373797774,,,1
Alan_Rudolph,directed,Choose_Me,0.4611485302,,,1
Alan_Rudolph,created,Trouble_in_Mind__film_,0.4013593793,,,1
Alan_Rudolph,directed,Trouble_in_Mind__film_,0.4572832584,,,1
Alan_Rudolph,created,Love_at_Large,0.4611486197,,,1
Alan_Rudolph,directed,Love_at_Large,0.4639830589,,,1
Diane_Keen,isMarriedTo,Paul_Greenwood,0.4013593793,,,1
Christopher_Knight,isMarriedTo,Adrianne_Curry,0.4639830589,,,1
Tony_Bui,produced,Three_Seasons,0.4334217012,,,1
Tony_Bui,created,Three_Seasons,0.4572899044,,,1
Tony_Bui,directed,Three_Seasons,0.4933096468,,,1
Nicky_Henson,isMarriedTo,Una_Stubbs,0.4373797774,,,1
Jean-Pierre_Bekolo,produced,Les_Saignantes,0.3854900301,,,1
Jean-Pierre_Bekolo,created,Les_Saignantes,0.4242300987,,,1
Jean-Pierre_Bekolo,directed,Les_Saignantes,0.4276425838,,,1
Arcadia_Bandini_de_Stearns_Baker,isMarriedTo,Abel_Stearns,0.4276425838,,,1
Bo_Buchanan,isMarriedTo,Nora_Hanen,0.4227363467,,,1
Jerzy_Jurandot,isMarriedTo,Stefania_Grodzieńska,0.5640068054,,,1
Paul_Spence,produced,FUBAR__film_,0.4346316457,,,1
Paul_Spence,created,FUBAR__film_,0.4276425838,,,1
Paul_Spence,actedIn,FUBAR__film_,0.4143873155,,,1
Paul_Spence,produced,FUBAR_2__film_,0.9485048652,,,1
Paul_Spence,created,FUBAR_2__film_,0.4219574928,,,1
Paul_Spence,actedIn,FUBAR_2__film_,0.4752412438,,,1
Nelson_George,created,Life_Support__film_,0.4460292459,,,1
Nelson_George,directed,Life_Support__film_,0.4154526591,,,1
Sophie_Amalie_of_Brunswick-Lüneburg,isMarriedTo,Frederick_III_of_Denmark,0.3860255778,,,1
Arlene_Alda,isMarriedTo,Alan_Alda,0.4475468695,,,1
Carol_Jackson,hasChild,Sonia_Fowler,0.4346893132,,,1
Carol_Jackson,hasChild,Billie_Jackson,0.422750324,,,1
Maria_Theresa_of_Austria-Este__1849–1919_,isMarriedTo,Ludwig_III_of_Bavaria,0.4276425838,,,1
Elisabeth_Ludovika_of_Bavaria,isMarriedTo,Frederick_William_IV_of_Prussia,0.4719535112,,,1
Erin_Hershey_Presley,isMarriedTo,Brian_Presley,0.3956604898,,,1
Kate_Isitt,isMarriedTo,Nigel_Cole,0.411806196,,,1
Marshall_Brickman,produced,The_Manhattan_Project__film_,0.3854900301,,,1
Marshall_Brickman,created,The_Manhattan_Project__film_,0.4276425838,,,1
Marshall_Brickman,directed,The_Manhattan_Project__film_,0.3854900301,,,1
Marshall_Brickman,created,Simon__1980_film_,0.4224498272,,,1
Marshall_Brickman,directed,Simon__1980_film_,0.4745960832,,,1
Sheldon_Reynolds__producer_,created,Killer's_Carnival,0.4646938145,,,1
Sheldon_Reynolds__producer_,directed,Killer's_Carnival,0.4217690825,,,1
Jaromil_Jireš,created,The_Cry__1963_film_,0.4313659072,,,1
Jaromil_Jireš,directed,The_Cry__1963_film_,0.030795956,,,1
James_Cruze,isMarriedTo,Betty_Compson,0.4258169532,,,1
James_Cruze,isMarriedTo,Marguerite_Snow,0.4104858935,,,1
Kevin_McNally,isMarriedTo,Phyllis_Logan,0.4065217078,,,1
Lucas_Belvaux,created,La_Raison_du_plus_faible,0.4253701568,,,1
Lucas_Belvaux,directed,La_Raison_du_plus_faible,0.4363262951,,,1
Lucas_Belvaux,created,Rapt__2009_film_,0.4778978527,,,1
Lucas_Belvaux,directed,Rapt__2009_film_,0.4276426435,,,1
Debra_McGrath,isMarriedTo,Colin_Mochrie,0.4096850157,,,1
Charles_Napoléon,isMarriedTo,Princess_Béatrice_of_Bourbon-Two_Sicilies,0.7365099192,,,1
Jon_Cypher,isMarriedTo,Carol_Rosin,0.4276425838,,,1
Arthur_Kent_White,isMarriedTo,Kathleen_Merrell_White,0.4612007141,,,1
Ola_Rapace,isMarriedTo,Noomi_Rapace,0.4105223119,,,1
David_Dhawan,created,Taaqatwar,0.491615504,,,1
David_Dhawan,directed,Taaqatwar,0.4250917435,,,1
Brian_Dannelly,created,Saved!,0.4978941977,,,1
Brian_Dannelly,directed,Saved!,0.4604874551,,,1
Dulce_of_Aragon,isMarriedTo,Sancho_I_of_Portugal,0.4253412783,,,1
Mitsuaki_Hoshino,isMarriedTo,Yūko_Kobayashi,0.4186716974,,,1
Nasser_Taghvai,created,Captain_Khorshid,0.4134325385,,,1
Nasser_Taghvai,directed,Captain_Khorshid,0.4158848524,,,1
Nasser_Taghvai,created,Tales_of_Kish,0.4158848524,,,1
Nasser_Taghvai,directed,Tales_of_Kish,0.4455550611,,,1
Phyllis_Logan,isMarriedTo,Kevin_McNally,0.5829318166,,,1
Isabel_Burton,isMarriedTo,Richard_Francis_Burton,0.4226018488,,,1
Sebastian_Arcelus,isMarriedTo,Stephanie_J._Block,0.4276425838,,,1
Bert_Haanstra,produced,Alleman__film_,0.4143873155,,,1
Bert_Haanstra,created,Alleman__film_,0.471540451,,,1
Bert_Haanstra,directed,Alleman__film_,0.4276425838,,,1
Bert_Haanstra,created,Mirror_of_Holland,0.4276425838,,,1
Bert_Haanstra,directed,Mirror_of_Holland,0.4276426733,,,1
Bert_Haanstra,created,Fanfare__film_,0.587228477,,,1
Bert_Haanstra,directed,Fanfare__film_,0.4251219928,,,1
Robert_Sterling,isMarriedTo,Ann_Sothern,0.4741228819,,,1
Rahul_Mahajan__Reality_TV_Personality_,isMarriedTo,Dimpy_Mahajan,0.4500778913,,,1
Gardner_Dickinson,isMarriedTo,Judy_Dickinson,0.3854900301,,,1
Gauri_Pradhan_Tejwani,isMarriedTo,Hiten_Tejwani,0.6864497066,,,1
Raquel_Torres,isMarriedTo,Jon_Hall,0.5204451084,,,1
Kevin_Munroe,created,TMNT__film_,0.7368744016,,,1
Kevin_Munroe,directed,TMNT__film_,0.416775465,,,1
Kevin_Munroe,created,Teenage_Mutant_Ninja_Turtles__film_series_,0.4177514017,,,1
Kevin_Munroe,directed,Teenage_Mutant_Ninja_Turtles__film_series_,0.4250917435,,,1
Gabrielle_Giffords,isMarriedTo,Mark_E._Kelly,0.4402164221,,,1
Blanche_I_of_Navarre,isMarriedTo,John_II_of_Aragon,0.520445168,,,1
Jimmy_McNulty,isMarriedTo,Beadie_Russell,0.4198715687,,,1
Simon_Templeman,isMarriedTo,Rosalind_Chao,0.6454628706,,,1
Edmund_Lowe,isMarriedTo,Lilyan_Tashman,0.4276425838,,,1
Amarindra,isMarriedTo,Buddha_Yodfa_Chulaloke,0.4276425838,,,1
Saovabha_Bongsri,isMarriedTo,Chulalongkorn,0.4276425838,,,1
Lucien_Hubbard,created,The_Mysterious_Island__1929_film_,0.4276424348,,,1
Lucien_Hubbard,directed,The_Mysterious_Island__1929_film_,0.4366362691,,,1
Lucien_Hubbard,created,Rose-Marie__1928_film_,0.3993825614,,,1
Lucien_Hubbard,directed,Rose-Marie__1928_film_,0.4274895787,,,1
Frank_Buck__animal_collector_,isMarriedTo,Amy_Leslie,0.4474327564,,,1
Brian_Baker__actor_,isMarriedTo,Terry_Farrell__actress_,0.4475468397,,,1
Alex_Fong__actor_,isMarriedTo,Hoyan_Mok,0.40830791,,,1
Arthur_Rankin,directed,_Jr._The_Last_Unicorn__film_,0.402254492,,,1
Arthur_Rankin,directed,_Jr._The_Flight_of_Dragons,0.4173402786,,,0
Arthur_Rankin,directed,_Jr._The_Return_of_the_King__1980_film_,0.4276425838,,,1
Arthur_Rankin,directed,_Jr._The_Hobbit__1977_film_,0.4173402786,,,1
Arthur_Rankin,produced,_Jr._The_Mad__Mad__Mad_Comedians,0.0426774275,,,0
Arthur_Rankin,directed,_Jr._The_Mad__Mad__Mad_Comedians,0.5711666942,,,1
Arthur_Rankin,produced,_Jr._The_Daydreamer,0.7752737999,,,1
Arthur_Rankin,created,_Jr._The_Daydreamer,0.7752739191,,,1
Arthur_Rankin,produced,_Jr._The_Last_Dinosaur,0.4163707495,,,1
Prince_Eduard_of_Saxe-Altenburg,isMarriedTo,Princess_Amalie_of_Hohenzollern-Sigmaringen,0.4330238104,,,1
Sunandha_Kumariratana,isMarriedTo,Chulalongkorn,0.4276425838,,,1
Nora_Hanen,isMarriedTo,Bo_Buchanan,0.4276426435,,,1
Nora_Hanen,isMarriedTo,Clint_Buchanan,0.4254615903,,,1
Nora_Hanen,isMarriedTo,Hank_Gannon,0.4105223119,,,1
Beadie_Russell,isMarriedTo,Jimmy_McNulty,0.4474327564,,,1
Šarūnas_Bartas,created,Few_of_Us,0.4833462834,,,1
Šarūnas_Bartas,directed,Few_of_Us,0.5327491164,,,1
Brian_Presley,isMarriedTo,Erin_Hershey_Presley,0.4276425838,,,1
Ali_Selim,produced,Sweet_Land,0.4276424348,,,1
Ali_Selim,created,Sweet_Land,0.405985117,,,1
Ali_Selim,directed,Sweet_Land,0.4783171713,,,1
Marguerite_Snow,isMarriedTo,James_Cruze,0.5158090591,,,1
Michel_Ocelot,created,Princes_et_princesses,0.4105223119,,,1
Michel_Ocelot,directed,Princes_et_princesses,0.427642554,,,1
Jean_Case,isMarriedTo,Steve_Case,0.3993825912,,,1
Éric_Rochant,created,The_Patriots__film_,0.4176324904,,,1
Éric_Rochant,directed,The_Patriots__film_,0.4276425838,,,1
Marzieh_Meshkini,created,Stray_Dogs__film_,0.4474327564,,,1
Marzieh_Meshkini,directed,Stray_Dogs__film_,0.4946917593,,,1
Max_Jacoby,created,Dust__2009_film_,0.5163173676,,,1
Max_Jacoby,directed,Dust__2009_film_,0.4141354561,,,1
Olivia_Winters,isMarriedTo,Nathan_Hastings,0.425349474,,,1
Román_Viñoly_Barreto,produced,La_Bestia_debe_morir,0.4246157408,,,1
Román_Viñoly_Barreto,created,La_Bestia_debe_morir,0.427642554,,,1
Román_Viñoly_Barreto,directed,La_Bestia_debe_morir,0.4276426136,,,1
David_E._Durston,created,I_Drink_Your_Blood,0.4423523545,,,1
David_E._Durston,directed,I_Drink_Your_Blood,0.4276425838,,,1
Adriana_Cramer,isMarriedTo,Rex_Balsom,0.4475468695,,,1
Rex_Balsom,isMarriedTo,Adriana_Cramer,0.4495070577,,,1
Clint_Buchanan,isMarriedTo,Nora_Hanen,0.5011298656,,,1
Véra_Clouzot,isMarriedTo,Henri-Georges_Clouzot,0.4163707495,,,1
Luis_Bayón_Herrera,created,Buenos_Aires_a_la_vista,0.4106097519,,,1
Luis_Bayón_Herrera,directed,Buenos_Aires_a_la_vista,0.4583795965,,,1
Luis_Bayón_Herrera,produced,Jettatore,0.4276425838,,,1
Luis_Bayón_Herrera,created,Jettatore,0.4052715898,,,1
Luis_Bayón_Herrera,directed,Jettatore,0.4191691279,,,1
Frances_Hughes_Glendening,isMarriedTo,Parris_Glendening,0.4346316457,,,1
Raymond_Bernard,created,Les_Misérables__1934_film_,0.5307126045,,,1
Raymond_Bernard,directed,Les_Misérables__1934_film_,0.5318651795,,,1
Dominique_Deruddere,produced,Everybody's_Famous!,0.4163707495,,,1
Dominique_Deruddere,created,Everybody's_Famous!,0.4010511041,,,1
Dominique_Deruddere,directed,Everybody's_Famous!,0.4276425838,,,1
Elissa_Ambrose,hasChild,Sarah_Mlynowski,0.4321557581,,,1
Irina_Pavlovna_Paley,isMarriedTo,Prince_Feodor_Alexandrovich_of_Russia,0.4276425838,,,1
Carla_von_Lahnstein,isMarriedTo,Bernd_von_Beyenbach,0.404366076,,,1
Bernd_von_Beyenbach,isMarriedTo,Carla_von_Lahnstein,0.030795956,,,1
Nigel_Cole,isMarriedTo,Kate_Isitt,0.4276425838,,,1
Eric_Fellner,isMarriedTo,Gaby_Dellal,0.4276425838,,,1
Eric_Byler,created,Americanese,0.4154129028,,,1
Eric_Byler,directed,Americanese,0.4276425838,,,1
Tony_McHale,created,Sonia_Fowler,0.4276425838,,,1
Tony_McHale,created,Carol_Jackson,0.4795564711,,,1
Tony_McHale,created,Billie_Jackson,0.4203598201,,,1
Marisa_Ryan,isMarriedTo,Jeremy_Sisto,0.4276425838,,,1
Jean-Pierre_Mocky,created,Un_drôle_de_paroissien,0.4276425838,,,1
Jean-Pierre_Mocky,directed,Un_drôle_de_paroissien,0.4276425838,,,1
Becky_Stark,created,Califunya,0.3854900599,,,1
Becky_Stark,directed,Califunya,0.4204214215,,,1
Hoyan_Mok,isMarriedTo,Alex_Fong__actor_,0.4319685698,,,1
François_Dupeyron,created,Monsieur_Ibrahim,0.6997199059,,,1
François_Dupeyron,directed,Monsieur_Ibrahim,0.4197005928,,,1
François_Dupeyron,created,The_Officers'_Ward__film_,0.4373797476,,,1
François_Dupeyron,directed,The_Officers'_Ward__film_,0.4373797476,,,1
Seth_Gabel,isMarriedTo,Bryce_Dallas_Howard,0.4161922038,,,1
Pierre_Andre,created,I'm_Not_Single,0.4161922038,,,1
Pierre_Andre,directed,I'm_Not_Single,0.4143872857,,,1
Cynthia_Stone,isMarriedTo,Jack_Lemmon,0.4480448067,,,1
Cynthia_Stone,isMarriedTo,Cliff_Robertson,0.5102548599,,,1
Angela_Pan,isMarriedTo,Chan_Hung-lit,0.4315047562,,,1
Hiten_Tejwani,isMarriedTo,Gauri_Pradhan_Tejwani,0.4224498272,,,1
Prince_Axel_of_Denmark,isMarriedTo,Princess_Margaretha_of_Sweden,0.4276425838,,,1
Hank_Gannon,isMarriedTo,Nora_Hanen,0.4749288559,,,1
Turai_Yar'Adua,isMarriedTo,Umaru_Yar'Adua,0.4276425838,,,1
Jeff_Donnell,isMarriedTo,Aldo_Ray,0.7312288284,,,1
Farida_of_Egypt,isMarriedTo,Farouk_of_Egypt,0.4735729396,,,1
Saeed_Akhtar_Mirza,created,Salim_Langde_Pe_Mat_Ro,0.4163707495,,,1
Saeed_Akhtar_Mirza,directed,Salim_Langde_Pe_Mat_Ro,0.4427870214,,,1
Saeed_Akhtar_Mirza,produced,Mohan_Joshi_Hazir_Ho!,0.4203598797,,,1
Saeed_Akhtar_Mirza,created,Mohan_Joshi_Hazir_Ho!,0.7169113159,,,1
Saeed_Akhtar_Mirza,directed,Mohan_Joshi_Hazir_Ho!,0.4276425838,,,1
Saeed_Akhtar_Mirza,created,Arvind_Desai_Ki_Ajeeb_Dastaan,0.4244269431,,,1
Saeed_Akhtar_Mirza,directed,Arvind_Desai_Ki_Ajeeb_Dastaan,0.4258936346,,,1
Saeed_Akhtar_Mirza,produced,Albert_Pinto_Ko_Gussa_Kyon_Aata_Hai,0.417784214,,,1
Saeed_Akhtar_Mirza,created,Albert_Pinto_Ko_Gussa_Kyon_Aata_Hai,0.4213850498,,,1
Saeed_Akhtar_Mirza,directed,Albert_Pinto_Ko_Gussa_Kyon_Aata_Hai,0.4276425838,,,1
Harriet_G._Walker,isMarriedTo,T._B._Walker,0.4276425838,,,1
T._B._Walker,isMarriedTo,Harriet_G._Walker,0.4276425838,,,1
Maurice_Cloche,created,Peppino_e_Violetta,0.4639830589,,,1
Maurice_Cloche,directed,Peppino_e_Violetta,0.4106097221,,,1
Maurice_Cloche,created,Born_of_Unknown_Father,0.4639830589,,,1
Maurice_Cloche,directed,Born_of_Unknown_Father,0.489480406,,,1
Maurice_Cloche,created,La_Portatrice_di_pane__1950_film_,0.4276425838,,,1
Maurice_Cloche,directed,La_Portatrice_di_pane__1950_film_,0.4181512892,,,1
Jeffrey_Byron,isMarriedTo,Gail_O'Grady,0.7321618199,,,1
Jonathan_Lee__record_producer_,isMarriedTo,Sandy_Lam,0.4266730249,,,1
Karl_Hartl,created,Mozart__1955_film_,0.4356794357,,,1
Karl_Hartl,directed,Mozart__1955_film_,0.4521664083,,,1
Elizabeth_the_Cuman,isMarriedTo,Stephen_V_of_Hungary,0.4276425838,,,1
Sarah_Mlynowski,isCitizenOf,Canada,0.4106097221,,,1
Pauline_Koch,isMarriedTo,Hermann_Einstein,0.4276425838,,,1
Sandra_Goldbacher,created,Me_Without_You__film_,0.4213554859,,,1
Sandra_Goldbacher,directed,Me_Without_You__film_,0.4276425838,,,1
Sandra_Goldbacher,created,The_Governess,0.4170046151,,,1
Sandra_Goldbacher,directed,The_Governess,0.4276425838,,,1
Yves_Angelo,created,Colonel_Chabert__1994_film_,0.4344629347,,,1
Yves_Angelo,directed,Colonel_Chabert__1994_film_,0.4195937812,,,1
Anastasia_of_Kiev,isMarriedTo,Andrew_I_of_Hungary,0.4134325087,,,1
Joe_McStravick,produced,Murphy_771,0.3276425838,,,0
Joe_McStravick,created,Murphy_771,0.4474327564,,,1
Joe_McStravick,directed,Murphy_771,0.4251868129,,,1
Joseph_Warder,wasBornIn,Jeffersonville__Indiana,0.4276425838,,,1
Joseph_Warder,diedIn,Jeffersonville__Indiana,0.3849399984,,,1
Joseph_Warder,livesIn,Jeffersonville__Indiana,0.405985117,,,1
Rajan_Khosa,created,Dance_of_the_Wind,0.5185357928,,,1
Rajan_Khosa,directed,Dance_of_the_Wind,0.4372947514,,,1
Prince_Rasso_of_Bavaria,isMarriedTo,Archduchess_Theresa_of_Austria__b._1931_,0.4276425838,,,1
James_Poe,isMarriedTo,Barbara_Steele,0.6909943223,,,1
Peter_Sollett,produced,Raising_Victor_Vargas,0.4028272629,,,1
Peter_Sollett,created,Raising_Victor_Vargas,0.4106097221,,,1
Peter_Sollett,directed,Raising_Victor_Vargas,0.4276425838,,,1
Harry_Towb,isMarriedTo,Diana_Hoddinott,0.4276425838,,,1
Prince_Feodor_Alexandrovich_of_Russia,isMarriedTo,Irina_Pavlovna_Paley,0.4554946721,,,1
Kris_Jenner,isMarriedTo,Robert_Kardashian,0.4158460498,,,1
Kris_Jenner,isMarriedTo,Bruce_Jenner,0.4276425838,,,1
Emma_Heming,isMarriedTo,Bruce_Willis,0.4203598201,,,1
Vilsoni_Hereniko,produced,The_Land_Has_Eyes,0.4261384308,,,1
Vilsoni_Hereniko,created,The_Land_Has_Eyes,0.5499971509,,,1
Vilsoni_Hereniko,directed,The_Land_Has_Eyes,0.4276426435,,,1
June_Diane_Raphael,isMarriedTo,Paul_Scheer,0.4850607812,,,1
Princess_Marie_of_Orléans__1865–1909_,isMarriedTo,Prince_Valdemar_of_Denmark,0.4276425838,,,1
Pieter_Verhoeff,created,Mates__film_,0.4258359373,,,1
Pieter_Verhoeff,directed,Mates__film_,0.4199583828,,,1
Kelly_Kapowski,isMarriedTo,Zack_Morris,0.6887004375,,,1
Patricia_Donoho_Hughes,isMarriedTo,Harry_Hughes,0.4276426733,,,1
Alan_Alda,isMarriedTo,Arlene_Alda,0.4129727781,,,1
Michele_Lupo,created,The_Master_Touch,0.3854900301,,,1
Michele_Lupo,directed,The_Master_Touch,0.4454751909,,,1
Princess_Béatrice_of_Bourbon-Two_Sicilies,isMarriedTo,Charles_Napoléon,0.5004913211,,,1
Manish_Gupta,created,The_Stoneman_Murders,0.5004913807,,,1
Manish_Gupta,directed,The_Stoneman_Murders,0.5711666942,,,1
Peter_Guinness__actor_,isMarriedTo,Roberta_Taylor,0.4276426435,,,1
James_Franklin__printer_,isMarriedTo,Ann_Smith_Franklin,0.4324305952,,,1
Georg_Balthasar_Metzger,livesIn,Germany,0.4106097221,,,1
Georg_Balthasar_Metzger,hasAcademicAdvisor,Johann_Georg_Macasius,0.4276425838,,,1
Abel_Stearns,isMarriedTo,Arcadia_Bandini_de_Stearns_Baker,0.4276425838,,,1
Kirk_Cameron,isMarriedTo,Chelsea_Noble,0.3988951743,,,1
R._Kannan,created,Jayamkondaan,0.2829318166,,,0
R._Kannan,directed,Jayamkondaan,0.4363262951,,,1
Márton_Keleti,created,Two_Confessions,0.4168221056,,,1
Márton_Keleti,directed,Two_Confessions,0.4276425838,,,1
Nathan_Hastings,hasChild,Olivia_Winters,0.4998057485,,,1
Nathan_Hastings,isMarriedTo,Olivia_Winters,0.5163173676,,,1
Benito_Alazraki,created,Santo_Contra_los_Zombis,0.405985117,,,1
Benito_Alazraki,directed,Santo_Contra_los_Zombis,0.4148673415,,,1
Benito_Alazraki,created,Roots__film_,0.4276425838,,,1
Benito_Alazraki,directed,Roots__film_,0.492395401,,,1
Guan_Hu,created,Dirt__1994_film_,0.4396559894,,,1
Guan_Hu,directed,Dirt__1994_film_,0.4346316457,,,1
Naseema_Mohamed,isMarriedTo,Ibrahim_Nasir,0.4368046224,,,1
Nancy_Juvonen,isMarriedTo,Jimmy_Fallon,0.4474327564,,,1
Shuji_Kataoka,created,S&M_Hunter,0.4276426435,,,1
Shuji_Kataoka,directed,S&M_Hunter,0.4634473324,,,1
Fernando_Cerchio,created,Lulu__1953_film_,0.4275973141,,,1
Fernando_Cerchio,directed,Lulu__1953_film_,0.4257438183,,,1
Witold_Leszczyński,created,Matthew's_Days,0.4846095741,,,1
Witold_Leszczyński,directed,Matthew's_Days,0.4169176221,,,1
Jaime_Camino,created,Spain_Again,0.4276426435,,,1
Jaime_Camino,directed,Spain_Again,0.3993825912,,,1
Chan_Hung-lit,isMarriedTo,Angela_Pan,0.4257874191,,,1
Masud_Ahmad,livesIn,Islamabad_Capital_Territory,0.4165562093,,,1
Masud_Ahmad,livesIn,Islamabad,0.4257874191,,,1
Masud_Ahmad,worksAt,Pakistan_Atomic_Energy_Commission,0.4276425838,,,1
Masud_Ahmad,hasAcademicAdvisor,Riazuddin__physicist_,0.7181463242,,,1
Kathleen_Merrell_White,isMarriedTo,Arthur_Kent_White,0.4276425838,,,1
Noomi_Rapace,isMarriedTo,Ola_Rapace,0.4276425838,,,1
Leonid_Trauberg,created,Alone__1931_film_,0.4276425838,,,1
Leonid_Trauberg,directed,Alone__1931_film_,0.4816436768,,,1
Leonid_Trauberg,created,Simple_People,0.4276425838,,,1
Leonid_Trauberg,directed,Simple_People,0.4276426733,,,1
Leonid_Trauberg,created,The_Youth_of_Maxim,0.6202318668,,,1
Leonid_Trauberg,directed,The_Youth_of_Maxim,0.4276425838,,,1
Leonid_Trauberg,created,The_Return_of_Maxim,0.4165410697,,,1
Leonid_Trauberg,directed,The_Return_of_Maxim,0.3992563188,,,1
Leonid_Trauberg,created,The_Vyborg_Side,0.4688672423,,,1
Leonid_Trauberg,directed,The_Vyborg_Side,0.9184451699,,,1
Giuseppe_Colizzi,created,All_the_Way__Boys,0.4276425838,,,1
Giuseppe_Colizzi,directed,All_the_Way__Boys,0.4470738471,,,1
Noboru_Iguchi,created,The_Machine_Girl,0.4276425838,,,1
Noboru_Iguchi,directed,The_Machine_Girl,0.4249428511,,,1
Noboru_Iguchi,created,Oira_Sukeban,0.4276425838,,,1
Noboru_Iguchi,directed,Oira_Sukeban,0.4177514613,,,1
Noboru_Iguchi,created,RoboGeisha,0.4276425838,,,1
Noboru_Iguchi,directed,RoboGeisha,0.4276425838,,,1
Princess_Amalie_of_Hohenzollern-Sigmaringen,isMarriedTo,Prince_Eduard_of_Saxe-Altenburg,0.4333812892,,,1
Archduchess_Theresa_of_Austria__b._1931_,isMarriedTo,Prince_Rasso_of_Bavaria,0.4052715898,,,1
Tonia_Marketaki,created,Crystal_Nights,0.4276425838,,,1
Tonia_Marketaki,directed,Crystal_Nights,0.4241318703,,,1
Amy_Leslie,isMarriedTo,Frank_Buck__animal_collector_,0.4823305309,,,1
Siva_Selliah,wasBornIn,Colombo,0.3993825912,,,1
Siva_Selliah,diedIn,Colombo,0.3860255778,,,1
Siva_Selliah,livesIn,Colombo,0.3949653506,,,1
Lydia_Shum,isMarriedTo,Adam_Cheng,0.4662305415,,,1
Manny_Villar,isMarriedTo,Cynthia_Villar,0.4276425838,,,1
Gaby_Dellal,isMarriedTo,Eric_Fellner,0.7284175754,,,1
Tana_Ramsay,isMarriedTo,Gordon_Ramsay,0.4240393937,,,1
Paul_Greenwood,isMarriedTo,Diane_Keen,0.4276425838,,,1
Daniel_C._Miller,isLeaderOf,Harrisburg__Pennsylvania,0.4251219928,,,1
Daniel_C._Miller,wasBornIn,Harrisburg__Pennsylvania,0.4467203617,,,1
Daniel_C._Miller,livesIn,Harrisburg__Pennsylvania,0.504166007,,,1
Cynthia_Villar,isMarriedTo,Manny_Villar,0.399256289,,,1
Dimpy_Mahajan,isMarriedTo,Rahul_Mahajan__Reality_TV_Personality_,0.5450387597,,,1
Richard_Attenborough,isMarriedTo,Sheila_Sim,0.4276427627,,,1
Tamiliam_Subas,produced,Vanni_Mouse,0.4857860506,,,1
Tamiliam_Subas,created,Vanni_Mouse,0.3957529068,,,1
Tamiliam_Subas,directed,Vanni_Mouse,0.4276426435,,,1
Stefania_Grodzieńska,isMarriedTo,Jerzy_Jurandot,0.4276425838,,,1
Michael_Bell__mayor_,isLeaderOf,Toledo__Ohio,0.067516923,,,1
Michael_Bell__mayor_,wasBornIn,Toledo__Ohio,0.4276425838,,,1
Michael_Bell__mayor_,livesIn,Toledo__Ohio,0.4373192191,,,1
Param_Gill,created,Hotel_Hollywood,0.4587600827,,,1
Param_Gill,directed,Hotel_Hollywood,0.4046936035,,,1
Judy_Dickinson,isMarriedTo,Gardner_Dickinson,0.4377732277,,,1
Olu_Jacobs,isMarriedTo,Joke_Silva,0.4319685698,,,1
Joke_Silva,isMarriedTo,Olu_Jacobs,0.4276426733,,,1
Albert_Einstein,isMarriedTo,Mileva_Marić,0.4377732277,,,1
Agrippina_the_Elder,isMarriedTo,Germanicus,0.4480448067,,,1
Afonso_I_of_Portugal,isMarriedTo,Maud_of_Savoy,0.4276425838,,,1
Donald_Knuth,created,MMIX,0.4573316872,,,1
Donald_Knuth,created,TeX,0.4896458089,,,1
Donald_Knuth,created,The_Art_of_Computer_Programming,0.7032080293,,,1
Frederick_Augustus_II_of_Saxony,isMarriedTo,Archduchess_Marie_Caroline_of_Austria,0.4063876867,,,1
Germanicus,isMarriedTo,Agrippina_the_Elder,0.4276425838,,,1
Jack_Lemmon,isMarriedTo,Felicia_Farr,0.4467203617,,,1
John_Wayne,isMarriedTo,Esperanza_Baur,0.5469551682,,,1
John_Wayne,isMarriedTo,Pilar_Pallete,0.6123151779,,,1
Neil_Gaiman,created,A_Short_Film_About_John_Bolton,0.7376573682,,,1
Neil_Gaiman,directed,A_Short_Film_About_John_Bolton,0.542270124,,,1
Stephen_King,isMarriedTo,Tabitha_King,0.4244270027,,,1
Tabitha_King,isMarriedTo,Stephen_King,0.4999067485,,,1
Harry_Enfield,produced,Kevin_&_Perry_Go_Large,0.4011566937,,,0
Harry_Enfield,created,Kevin_&_Perry_Go_Large,0.5829318166,,,1
Harry_Enfield,actedIn,Kevin_&_Perry_Go_Large,0.4276425838,,,1
Catherine_de'_Medici,isMarriedTo,Henry_II_of_France,0.4227064252,,,1
