ID,Subject,Predicate,Object,MturkTruth
221280,concept:sportsteam:knicks,concept:teamhomestadium,concept:stadiumoreventvenue:madison_square_garden,1
211482,concept:coach:brian_sanches,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219668,concept:athlete:thome,concept:athleteplaysforteam,concept:sportsteam:red_sox,1
211748,concept:athlete:lenny_dinardo,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212039,concept:athlete:dice_k,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208895,concept:athlete:jesse_carlson,concept:athleteplayssport,concept:sport:baseball,1
212032,concept:personmexico:luke_hudson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221264,concept:sportsteam:new_orleans_saints,concept:teamhomestadium,concept:stadiumoreventvenue:louisiana_superdome,1
212236,concept:sportsteam:portland_trailblazers,concept:teamplaysinleague,concept:sportsleague:nba,1
216441,concept:personmexico:cody_ross,concept:athleteledsportsteam,concept:sportsteam:marlins,1
212405,concept:sportsteam:detroit_pistons,concept:teamplaysinleague,concept:sportsleague:nba,1
216000,concept:athlete:alex_acker,concept:athleteledsportsteam,concept:sportsteam:knicks,1
211905,concept:personmexico:lyle_overbay,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211418,concept:athlete:roberto_alomar,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220971,concept:sportsteam:raptors,concept:teamhomestadium,concept:stadiumoreventvenue:air_canada_center,1
208879,concept:athlete:cliff_lee,concept:athleteplayssport,concept:sport:baseball,1
209060,concept:athlete:zack_greinke,concept:athleteplayssport,concept:sport:baseball,1
215327,concept:personmexico:matt_kemp,concept:athleteledsportsteam,concept:sportsteam:dodgers,1
208211,concept:athlete:luis_aparicio,concept:athleteplayssport,concept:sport:baseball,1
220248,concept:athlete:manu_ginobili,concept:athleteledsportsteam,concept:sportsteam:spurs,1
211981,concept:athlete:manny_parra,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209030,concept:personmexico:mariano_rivera,concept:athleteplayssport,concept:sport:baseball,1
211493,concept:athlete:chris_lambert,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208572,concept:athlete:jed_lowrie,concept:athleteplayssport,concept:sport:baseball,1
216205,concept:personasia:rick_ankiel,concept:coachesteam,concept:sportsteam:louis_cardinals,0
211755,concept:athlete:scott_eyre,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211702,concept:athlete:joakim_soria,concept:athleteplaysinleague,concept:sportsleague:mlb,1
218509,concept:athlete:mike_dunleavy,concept:athleteplaysforteam,concept:sportsteam:pacers,1
219317,concept:athlete:marlon_byrd,concept:athleteplaysforteam,concept:sportsteam:rangers,0
211498,concept:athlete:maddux,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214898,concept:personmexico:alfonso_soriano,concept:athleteledsportsteam,concept:sportsteam:chicago_cubs,1
211616,concept:personmexico:alexi_casilla,concept:athleteplaysinleague,concept:sportsleague:mlb,1
215742,concept:athlete:dwyane_wade,concept:athleteplaysforteam,concept:sportsteam:heat,1
220524,concept:athlete:matt_schaub,concept:athleteledsportsteam,concept:sportsteam:texans,1
215645,concept:sportsgame:n2002_world_cup,concept:sportsgameloser,concept:sportsteam:germany,0
216521,concept:personaustralia:josh_howard,concept:athleteplaysforteam,concept:sportsteam:mavericks,1
216658,concept:athlete:tarvaris_jackson,concept:athleteplaysforteam,concept:sportsteam:minnesota_vikings,1
208198,concept:athlete:david_cone,concept:athleteplayssport,concept:sport:baseball,1
209240,concept:athlete:alberto_arias,concept:athleteplayssport,concept:sport:baseball,1
221395,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:pnc_park,1
220253,concept:coach:jim_harbaugh,concept:worksfor,concept:sportsteam:stanford,0
211932,concept:athlete:a_j__murray,concept:athleteplaysinleague,concept:sportsleague:mlb,1
215793,concept:athlete:hunter_pence,concept:athleteledsportsteam,concept:sportsteam:houston_astros,1
208596,concept:athlete:kei_igawa,concept:athleteplayssport,concept:sport:baseball,1
219871,concept:athlete:peja_stojakovic,concept:athleteplaysforteam,concept:sportsteam:sacramento_state_hornets,0
219433,concept:athlete:chris_cooley,concept:athleteplaysforteam,concept:sportsteam:redskins,1
216151,concept:athlete:freddie_jones,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,0
215131,concept:athlete:peyton_manning,concept:athleteledsportsteam,concept:sportsteam:colts,1
221293,concept:sportsleague:nhl,concept:leaguestadiums,concept:stadiumoreventvenue:mellon_arena,1
208802,concept:athlete:ryan_freel,concept:athleteplayssport,concept:sport:baseball,1
208785,concept:athlete:mike_stanton,concept:athleteplayssport,concept:sport:baseball,1
211933,concept:athlete:arthur_rhodes,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208809,concept:athlete:stephen_drew,concept:athleteplayssport,concept:sport:baseball,1
211449,concept:athlete:juan_abreu,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212080,concept:sportsteam:detroit_tigers,concept:teamplaysinleague,concept:sportsleague:mlb,1
208600,concept:athlete:lenny_dinardo,concept:athleteplayssport,concept:sport:baseball,1
219545,concept:athlete:alexei_ramirez,concept:athleteledsportsteam,concept:sportsteam:red_sox,0
211874,concept:athlete:octavio_dotel,concept:athleteplaysinleague,concept:sportsleague:mlb,1
218010,concept:athlete:david_wright,concept:athleteplaysforteam,concept:sportsteam:new_york_mets,1
211796,concept:athlete:xavier_nady,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211504,concept:athlete:jhonny_peralta,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221367,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:palace_of_auburn_hills,1
220704,concept:athlete:darren_collison,concept:athleteplaysforteam,concept:sportsteam:ucla,1
212400,concept:sportsteam:boston_celtics,concept:teamplaysinleague,concept:sportsleague:nba,1
211945,concept:athlete:kevin_gregg,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211776,concept:athlete:hideki_matsui,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208706,concept:athlete:gavin_floyd,concept:athleteplayssport,concept:sport:baseball,1
209045,concept:athlete:luke_hochevar,concept:athleteplayssport,concept:sport:baseball,1
212081,concept:sportsteam:dodgers,concept:teamplaysinleague,concept:sportsleague:mlb,1
220985,concept:sport:baseball,concept:sportusesstadium,concept:stadiumoreventvenue:ameriquest_field,1
208771,concept:athlete:manny_parra,concept:athleteplayssport,concept:sport:baseball,1
211970,concept:athlete:kosuke_fukudome,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208874,concept:athlete:chuck_james,concept:athleteplayssport,concept:sport:baseball,1
221063,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:camp_randall_stadium,1
209449,concept:coach:horacio_ramirez,concept:athleteplayssport,concept:sport:baseball,1
215568,concept:athlete:richard_hamilton,concept:athleteledsportsteam,concept:sportsteam:fort_wayne_pistons,0
211994,concept:athlete:yovani_gallardo,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219342,concept:athlete:jason_kapono,concept:athleteledsportsteam,concept:sportsteam:raptors,1
208605,concept:athlete:mike_aviles,concept:athleteplayssport,concept:sport:baseball,1
217980,concept:personmexico:lastings_milledge,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1
215313,concept:athlete:mark_reynolds,concept:athleteplaysforteam,concept:sportsteam:diamondbacks,1
211625,concept:athlete:jose_guillen,concept:athleteplaysinleague,concept:sportsleague:mlb,1
213619,concept:sportsteam:broncos,concept:teamplaysinleague,concept:sportsleague:nfl,1
211667,concept:athlete:clayton_kershaw,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208926,concept:athlete:miguel_tejada,concept:athleteplayssport,concept:sport:baseball,1
211703,concept:athlete:luke_hochevar,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208206,concept:personmexico:tino_martinez,concept:athleteplayssport,concept:sport:baseball,1
211973,concept:athlete:aramis_ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211499,concept:athlete:peavy,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214923,concept:athlete:milton_bradley,concept:athleteplaysforteam,concept:sportsteam:chicago_cubs,1
221284,concept:sportsteam:oakland_raiders,concept:teamhomestadium,concept:stadiumoreventvenue:mcafee_coliseum,1
211834,concept:athlete:russell_branyan,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212060,concept:athlete:joe_mauer,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211850,concept:athlete:guillermo_mota,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220071,concept:athlete:ichiro,concept:athleteledsportsteam,concept:sportsteam:seattle_mariners,1
208772,concept:athlete:mark_derosa,concept:athleteplayssport,concept:sport:baseball,1
211700,concept:athlete:yunel_escobar,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214979,concept:athlete:brady_quinn,concept:athleteledsportsteam,concept:sportsteam:cleveland_browns,1
211826,concept:athlete:john_wetteland,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209358,concept:athlete:john_danks,concept:athleteplayssport,concept:sport:baseball,1
211636,concept:athlete:buster_posey,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208551,concept:athlete:cory_lidle,concept:athleteplayssport,concept:sport:baseball,1
209048,concept:athlete:nick_blackburn,concept:athleteplayssport,concept:sport:baseball,1
208943,concept:athlete:tim_hudson,concept:athleteplayssport,concept:sport:baseball,1
208549,concept:athlete:cliff_floyd,concept:athleteplayssport,concept:sport:baseball,1
218146,concept:athlete:gary_sheffield,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1
212095,concept:sportsteam:royals,concept:teamplaysinleague,concept:sportsleague:mlb,1
211724,concept:athlete:clay_buchholz,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208705,concept:athlete:fernando_perez,concept:athleteplayssport,concept:sport:baseball,1
209031,concept:personmexico:miguel_cabrera,concept:athleteplayssport,concept:sport:baseball,1
211801,concept:athlete:ramon_ortiz,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211659,concept:athlete:orlando_cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208745,concept:personmexico:melky_cabrera,concept:athleteplayssport,concept:sport:baseball,1
219358,concept:athlete:chris_bosh,concept:athleteplaysforteam,concept:sportsteam:raptors,0
219492,concept:athlete:julio_franco,concept:athleteledsportsteam,concept:sportsteam:red_sox,0
211889,concept:athlete:joe_nathan,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221168,concept:sportsteam:new_york_jets,concept:teamhomestadium,concept:stadiumoreventvenue:giants_stadium,1
220002,concept:athlete:barry_bonds,concept:athleteledsportsteam,concept:sportsteam:san_francisco_giants,1
211722,concept:athlete:cla_meredith,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221184,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:heinz_field,1
211903,concept:athlete:jeremy_hermida,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208191,concept:athlete:bill_mazeroski,concept:athleteplayssport,concept:sport:baseball,1
209014,concept:personeurope:james_mcdonald,concept:athleteplayssport,concept:sport:baseball,1
208934,concept:athlete:rafael_soriano,concept:athleteplayssport,concept:sport:baseball,1
215982,concept:athlete:john_salmons,concept:athleteplaysforteam,concept:sportsteam:kings,0
221559,concept:sportsteam:tampa_bay_rays,concept:teamhomestadium,concept:stadiumoreventvenue:tropicana_field,1
211883,concept:athlete:david_ortiz,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221271,concept:sportsteam:colts,concept:teamhomestadium,concept:stadiumoreventvenue:lucas_oil_stadium,1
215640,concept:sportsteam:brazil,concept:teamplaysagainstteam,concept:sportsteam:germany,1
211926,concept:personus:roy_oswalt,concept:athleteplaysinleague,concept:sportsleague:mlb,1
215064,concept:personmexico:clint_barmes,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies,0
209062,concept:coach:josh_beckett,concept:athleteplayssport,concept:sport:baseball,1
221027,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:beaver_stadium,1
215762,concept:athlete:ty_wigginton,concept:athleteledsportsteam,concept:sportsteam:houston_astros,1
208995,concept:athlete:dice_k,concept:athleteplayssport,concept:sport:baseball,1
213632,concept:sportsteam:new_england_patriots,concept:teamplaysinleague,concept:sportsleague:nfl,1
214401,concept:coach:j_j__hardy,concept:athleteledsportsteam,concept:sportsteam:brewers,1
208609,concept:athlete:pedro_alvarez,concept:athleteplayssport,concept:sport:baseball,1
209293,concept:athlete:rafael_betancourt,concept:athleteplayssport,concept:sport:baseball,1
219873,concept:athlete:tyson_chandler,concept:athleteplaysforteam,concept:sportsteam:sacramento_state_hornets,0
211927,concept:personmexico:matt_kemp,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211774,concept:athlete:edwin_jackson,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211872,concept:athlete:mike_mussina,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208557,concept:personaustralia:david_ross,concept:athleteplayssport,concept:sport:baseball,1
219543,concept:coach:horacio_ramirez,concept:coachesteam,concept:sportsteam:red_sox,0
208737,concept:personmexico:jason_bay,concept:athleteplayssport,concept:sport:baseball,1
215054,concept:personmexico:brad_hawpe,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies,0
208567,concept:athlete:hideki_matsui,concept:athleteplayssport,concept:sport:baseball,1
209044,concept:athlete:kevin_slowey,concept:athleteplayssport,concept:sport:baseball,1
214112,concept:athlete:jim_kelly,concept:athleteledsportsteam,concept:sportsteam:bills,1
211985,concept:athlete:denny_bautista,concept:athleteplaysinleague,concept:sportsleague:mlb,1
218156,concept:athlete:hideki_matsui,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1
216392,concept:athlete:reggie_nelson,concept:athleteplaysforteam,concept:sportsteam:magic,0
214217,concept:male:alex_rios,concept:athleteledsportsteam,concept:sportsteam:blue_jays,1
211822,concept:athlete:derek_lowe,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211425,concept:athlete:chad_qualls,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219960,concept:athlete:philip_rivers,concept:athleteplaysforteam,concept:sportsteam:san_diego_chargers,1
211660,concept:athlete:jake_westbrook,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209038,concept:athlete:jose_reyes,concept:athleteplayssport,concept:sport:baseball,1
208804,concept:athlete:scott_eyre,concept:athleteplayssport,concept:sport:baseball,1
221139,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:edward_jones_dome,1
221490,concept:sportsteam:michigan_state_spartans,concept:teamhomestadium,concept:stadiumoreventvenue:spartan_stadium,1
209035,concept:personmexico:ubaldo_jimenez,concept:athleteplayssport,concept:sport:baseball,1
212404,concept:sportsteam:denver_nuggets,concept:teamplaysinleague,concept:sportsleague:nba,1
208932,concept:athlete:paul_o_neill,concept:athleteplayssport,concept:sport:baseball,1
211600,concept:coach:geoff_jenkins,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209008,concept:athlete:doug_davis,concept:athleteplayssport,concept:sport:baseball,1
208860,concept:athlete:fred_lynn,concept:athleteplayssport,concept:sport:baseball,1
211907,concept:athlete:ryan_dempster,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214085,concept:athlete:ryan_fitzpatrick,concept:athleteledsportsteam,concept:sportsteam:bengals,0
221364,concept:sportsteam:golden_state_warriors,concept:teamhomestadium,concept:stadiumoreventvenue:oracle_arena,1
209050,concept:athlete:rafael_furcal,concept:athleteplayssport,concept:sport:baseball,1
211552,concept:athlete:blake_dewitt,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211954,concept:athlete:denard_span,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208552,concept:athlete:dave_roberts,concept:athleteplayssport,concept:sport:baseball,1
208197,concept:athlete:craig_biggio,concept:athleteplayssport,concept:sport:baseball,1
212023,concept:sportsteam:arizona_diamondbacks,concept:teamplaysinleague,concept:sportsleague:mlb,1
216208,concept:personmexico:mark_mcgwire,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,1
211705,concept:athlete:angel_berroa,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221285,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:mcafee_coliseum,1
211549,concept:male:don_drysdale,concept:athleteplaysinleague,concept:sportsleague:mlb,0
215632,concept:coach:chan_gailey,concept:worksfor,concept:sportsteam:georgia_tech,0
208953,concept:coach:fausto_carmona,concept:athleteplayssport,concept:sport:baseball,1
209085,concept:coach:jose_arredondo,concept:athleteplayssport,concept:sport:baseball,1
211577,concept:athlete:paul_bako,concept:athleteplaysinleague,concept:sportsleague:mlb,1
218831,concept:athlete:sidney_crosby,concept:athleteplaysforteam,concept:sportsteam:pittsburgh_penguins,1
215550,concept:athlete:tim_tebow,concept:athleteplaysforteam,concept:sportsteam:florida_gators,0
209007,concept:personaustralia:david_pauley,concept:athleteplayssport,concept:sport:baseball,1
219666,concept:athlete:mike_lowell,concept:athleteplaysforteam,concept:sportsteam:red_sox,1
217827,concept:athlete:phil_simms,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1
217917,concept:athlete:joe_namath,concept:athleteledsportsteam,concept:sportsteam:new_york_jets,1
218129,concept:athlete:hideki_okajima,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1
211959,concept:personmexico:jason_bay,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211598,concept:athlete:tony_pena,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211772,concept:athlete:curt_schilling,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208194,concept:athlete:brayan_pena,concept:athleteplayssport,concept:sport:baseball,1
221351,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:neyland_stadium,1
221128,concept:sportsteam:marlins,concept:teamhomestadium,concept:stadiumoreventvenue:dolphin_stadium,1
208203,concept:athlete:jim_leyritz,concept:athleteplayssport,concept:sport:baseball,1
211563,concept:athlete:shelley_duncan,concept:athleteplaysinleague,concept:sportsleague:mlb,1
214767,concept:athlete:brad_butler,concept:athleteplaysforteam,concept:sportsteam:charlotte_bobcats,0
208806,concept:athlete:scott_rolen,concept:athleteplayssport,concept:sport:baseball,1
212000,concept:athlete:gary_carter,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209391,concept:athlete:gary_carter,concept:athleteplayssport,concept:sport:baseball,1
211435,concept:athlete:jason_isringhausen,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208595,concept:athlete:justin_huber,concept:athleteplayssport,concept:sport:baseball,1
211725,concept:athlete:clay_rapada,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208579,concept:personmexico:dan_uggla,concept:athleteplayssport,concept:sport:baseball,1
216194,concept:athlete:vladimir_radmanovic,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,0
211502,concept:athlete:george_brett,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221479,concept:sportsteam:new_york_mets,concept:teamhomestadium,concept:stadiumoreventvenue:shea_stadium,1
208823,concept:athlete:yuniesky_betancourt,concept:athleteplayssport,concept:sport:baseball,1
211896,concept:athlete:torii_hunter,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211543,concept:athlete:gaylord_perry,concept:athleteplaysinleague,concept:sportsleague:mlb,0
213636,concept:sportsteam:oakland_raiders,concept:teamplaysinleague,concept:sportsleague:nfl,1
211634,concept:athlete:justin_huber,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208945,concept:athlete:todd_jones,concept:athleteplayssport,concept:sport:baseball,1
221046,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:bryant_denny,1
208538,concept:athlete:alcides_escobar,concept:athleteplayssport,concept:sport:baseball,1
221568,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:united_center,1
209033,concept:athlete:joe_nathan,concept:athleteplayssport,concept:sport:baseball,1
211746,concept:athlete:kevin_brown,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211536,concept:athlete:johnny_cueto,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211924,concept:athlete:paul_konerko,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219287,concept:athlete:frank_francisco,concept:athleteplaysforteam,concept:sportsteam:rangers,0
211851,concept:athlete:jake_tsakalidis,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211510,concept:athlete:matt_wieters,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208819,concept:athlete:ty_wigginton,concept:athleteplayssport,concept:sport:baseball,1
219776,concept:coach:aaron_brooks,concept:athleteplaysforteam,concept:sportsteam:rockets,1
218002,concept:personmexico:carlos_beltran,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1
221478,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:shea_stadium,1
219334,concept:athlete:morris_peterson,concept:athleteplaysforteam,concept:sportsteam:raptors,1
214062,concept:athlete:joe_flacco,concept:athleteplaysforteam,concept:sportsteam:baltimore_colts,0
213957,concept:coach:mark_kotsay,concept:coachesteam,concept:sportsteam:atlanta_braves,1
211613,concept:athlete:hanley_ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,1
212426,concept:sportsteam:suns,concept:teamplaysinleague,concept:sportsleague:nba,1
208580,concept:personmexico:esteban_german,concept:athleteplayssport,concept:sport:baseball,1
216157,concept:personaustralia:derek_fisher,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,1
221557,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:tropicana_field,1
221067,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:candlestick_park,1
211570,concept:athlete:ty_wigginton,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220747,concept:coach:pete_carroll,concept:worksfor,concept:sportsteam:usc,1
216483,concept:athlete:jeremy_hermida,concept:athleteplaysforteam,concept:sportsteam:marlins,0
208561,concept:athlete:eric_gagne,concept:athleteplayssport,concept:sport:baseball,1
212009,concept:athlete:rondell_white,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208562,concept:athlete:felix_pie,concept:athleteplayssport,concept:sport:baseball,1
215369,concept:athlete:nomar_garciaparra,concept:athleteplaysforteam,concept:sportsteam:dodgers,0
208710,concept:athlete:homer_bailey,concept:athleteplayssport,concept:sport:baseball,1
208740,concept:personmexico:john_grabow,concept:athleteplayssport,concept:sport:baseball,1
208862,concept:athlete:armando_galarraga,concept:athleteplayssport,concept:sport:baseball,1
208948,concept:athlete:yovani_gallardo,concept:athleteplayssport,concept:sport:baseball,1
220280,concept:athlete:charlie_batch,concept:athleteplaysforteam,concept:sportsteam:steelers,0
211695,concept:personmexico:miguel_cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,1
213628,concept:sportsteam:kansas_city_chiefs,concept:teamplaysinleague,concept:sportsleague:nfl,1
215044,concept:personmexico:clint_barmes,concept:athleteledsportsteam,concept:sportsteam:colorado_rockies,0
209254,concept:athlete:josh_hamilton,concept:athleteplayssport,concept:sport:baseball,1
208883,concept:athlete:edwin_jackson,concept:athleteplayssport,concept:sport:baseball,1
211508,concept:athlete:kei_igawa,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209051,concept:athlete:ramon_ortiz,concept:athleteplayssport,concept:sport:baseball,1
208904,concept:athlete:joba_chamberlain,concept:athleteplayssport,concept:sport:baseball,1
208805,concept:athlete:scott_hairston,concept:athleteplayssport,concept:sport:baseball,1
208817,concept:athlete:tony_pena,concept:athleteplayssport,concept:sport:baseball,1
221268,concept:sportsteam:titans,concept:teamhomestadium,concept:stadiumoreventvenue:lp_field,1
209011,concept:athlete:jake_westbrook,concept:athleteplayssport,concept:sport:baseball,1
221462,concept:sportsteam:seattle_mariners,concept:teamhomestadium,concept:stadiumoreventvenue:safeco_field,1
211689,concept:athlete:felix_pie,concept:athleteplaysinleague,concept:sportsleague:mlb,1
219499,concept:athlete:mike_lowell,concept:athleteledsportsteam,concept:sportsteam:red_sox,1
208696,concept:athlete:aramis_ramirez,concept:athleteplayssport,concept:sport:baseball,1
221150,concept:sportsteam:memphis_grizzlies,concept:teamhomestadium,concept:stadiumoreventvenue:fedex_forum,1
216401,concept:athlete:hedo_turkoglu,concept:athleteledsportsteam,concept:sportsteam:magic,1
208598,concept:athlete:kirby_puckett,concept:athleteplayssport,concept:sport:baseball,1
213646,concept:sportsteam:titans,concept:teamplaysinleague,concept:sportsleague:nfl,1
220833,concept:athlete:nick_young,concept:athleteledsportsteam,concept:sportsteam:washington_wizards,0
215794,concept:athlete:hunter_pence,concept:athleteplaysforteam,concept:sportsteam:houston_astros,0
208699,concept:athlete:brian_schneider,concept:athleteplayssport,concept:sport:baseball,1
209386,concept:athlete:sergio_romo,concept:athleteplayssport,concept:sport:baseball,1
217872,concept:athlete:eli_manning,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1
219778,concept:athlete:rafer_alston,concept:athleteledsportsteam,concept:sportsteam:rockets,1
220993,concept:athlete:robbie_fowler,concept:athletehomestadium,concept:stadiumoreventvenue:anfield,0
208927,concept:athlete:mike_mussina,concept:athleteplayssport,concept:sport:baseball,1
208997,concept:athlete:a_j__burnett,concept:athleteplayssport,concept:sport:baseball,1
211911,concept:athlete:dexter_fowler,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211612,concept:athlete:gary_sheffield,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209237,concept:athlete:jose_guillen,concept:athleteplayssport,concept:sport:baseball,1
208623,concept:coach:jose_ceda,concept:athleteplayssport,concept:sport:baseball,1
208578,concept:athlete:jhonny_peralta,concept:athleteplayssport,concept:sport:baseball,1
212005,concept:athlete:hideki_okajima,concept:athleteplaysinleague,concept:sportsleague:mlb,1
217963,concept:athlete:david_wright,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1
221486,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:soldier_field,1
211708,concept:athlete:jeff_clement,concept:athleteplaysinleague,concept:sportsleague:mlb,1
220468,concept:athlete:carl_crawford,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays,1
208811,concept:athlete:takashi_saito,concept:athleteplayssport,concept:sport:baseball,1
208748,concept:personmexico:miguel_batista,concept:athleteplayssport,concept:sport:baseball,1
211584,concept:athlete:adam_bostick,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211647,concept:coach:juan_encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,1
209012,concept:athlete:james_shields,concept:athleteplayssport,concept:sport:baseball,1
211809,concept:athlete:jesse_orosco,concept:athleteplaysinleague,concept:sportsleague:mlb,1
208878,concept:athlete:clay_rapada,concept:athleteplayssport,concept:sport:baseball,1
215055,concept:personmexico:d_j__mbenga,concept:athleteledsportsteam,concept:sportsteam:colorado_rockies,0
211532,concept:athlete:edwin_encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,1
211955,concept:athlete:evan_longoria,concept:athleteplaysinleague,concept:sportsleague:mlb,1
221254,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:lane_stadium,1
220430,concept:athlete:carl_crawford,concept:coachesteam,concept:sportsteam:tampa_bay_devil_rays,1
220172,concept:athlete:sam_bradford,concept:athleteledsportsteam,concept:sportsteam:sooners,1
221378,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:pepsi_center,1
208911,concept:personmexico:scott_olsen,concept:athleteplayssport,concept:sport:baseball,1
208864,concept:athlete:brett_tomko,concept:athleteplayssport,concept:sport:baseball,1
214413,concept:athlete:ryan_braun,concept:athleteplaysforteam,concept:sportsteam:brewers,1
220883,concept:coach:chuck_amato,concept:worksfor,concept:sportsteam:wolfpack,1
