Subject,Predicate,Object,stv,MturkTruth
concept:athlete:hideki+AF8-matsui,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:kevin+AF8-slowey,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jim+AF8-kelly,concept:athleteledsportsteam,concept:sportsteam:bills,0.4276426435,1
concept:athlete:denny+AF8-bautista,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4162012637,1
concept:athlete:hideki+AF8-matsui,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4338943958,1
concept:athlete:reggie+AF8-nelson,concept:athleteplaysforteam,concept:sportsteam:magic,0.4153364599,0
concept:male:alex+AF8-rios,concept:athleteledsportsteam,concept:sportsteam:blue+AF8-jays,0.0183984041,1
concept:athlete:derek+AF8-lowe,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:chad+AF8-qualls,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4227134287,1
concept:athlete:philip+AF8-rivers,concept:athleteplaysforteam,concept:sportsteam:san+AF8-diego+AF8-chargers,0.4276425838,1
concept:athlete:jake+AF8-westbrook,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4567211568,1
concept:athlete:jose+AF8-reyes,concept:athleteplayssport,concept:sport:baseball,0.6381288171,1
concept:athlete:scott+AF8-eyre,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:edward+AF8-jones+AF8-dome,0.4883480072,1
concept:sportsteam:michigan+AF8-state+AF8-spartans,concept:teamhomestadium,concept:stadiumoreventvenue:spartan+AF8-stadium,0.4734470844,1
concept:personmexico:ubaldo+AF8-jimenez,concept:athleteplayssport,concept:sport:baseball,0.4900290072,1
concept:sportsteam:denver+AF8-nuggets,concept:teamplaysinleague,concept:sportsleague:nba,0.4169698358,1
concept:athlete:paul+AF8-o+AF8-neill,concept:athleteplayssport,concept:sport:baseball,0.4198715985,1
concept:coach:geoff+AF8-jenkins,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4144339263,1
concept:athlete:doug+AF8-davis,concept:athleteplayssport,concept:sport:baseball,0.4214709699,1
concept:athlete:fred+AF8-lynn,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:ryan+AF8-dempster,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:ryan+AF8-fitzpatrick,concept:athleteledsportsteam,concept:sportsteam:bengals,0.4276425838,0
concept:sportsteam:golden+AF8-state+AF8-warriors,concept:teamhomestadium,concept:stadiumoreventvenue:oracle+AF8-arena,0.4261078537,1
concept:athlete:rafael+AF8-furcal,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:blake+AF8-dewitt,concept:athleteplaysinleague,concept:sportsleague:mlb,0.7734737992,1
concept:athlete:denard+AF8-span,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:dave+AF8-roberts,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:craig+AF8-biggio,concept:athleteplayssport,concept:sport:baseball,0.4807010293,1
concept:sportsteam:arizona+AF8-diamondbacks,concept:teamplaysinleague,concept:sportsleague:mlb,0.4344629049,1
concept:personmexico:mark+AF8-mcgwire,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.4771634638,1
concept:athlete:angel+AF8-berroa,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4144337475,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:mcafee+AF8-coliseum,0.4971088469,1
concept:male:don+AF8-drysdale,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4143872857,0
concept:coach:chan+AF8-gailey,concept:worksfor,concept:sportsteam:georgia+AF8-tech,0.4198715687,0
concept:coach:fausto+AF8-carmona,concept:athleteplayssport,concept:sport:baseball,0.4947230816,1
concept:coach:jose+AF8-arredondo,concept:athleteplayssport,concept:sport:baseball,0.4150123,1
concept:athlete:paul+AF8-bako,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4791559875,1
concept:athlete:sidney+AF8-crosby,concept:athleteplaysforteam,concept:sportsteam:pittsburgh+AF8-penguins,0.4621224999,1
concept:athlete:tim+AF8-tebow,concept:athleteplaysforteam,concept:sportsteam:florida+AF8-gators,0.4276425838,0
concept:personaustralia:david+AF8-pauley,concept:athleteplayssport,concept:sport:baseball,0.4480448067,1
concept:athlete:mike+AF8-lowell,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4276425838,1
concept:athlete:phil+AF8-simms,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4213170111,1
concept:athlete:joe+AF8-namath,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-jets,0.4503163695,1
concept:athlete:hideki+AF8-okajima,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4428300858,1
concept:personmexico:jason+AF8-bay,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:tony+AF8-pena,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4167668819,1
concept:athlete:curt+AF8-schilling,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4744607806,1
concept:athlete:brayan+AF8-pena,concept:athleteplayssport,concept:sport:baseball,0.4114441276,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:neyland+AF8-stadium,0.5664188266,1
concept:sportsteam:marlins,concept:teamhomestadium,concept:stadiumoreventvenue:dolphin+AF8-stadium,0.3854900301,1
concept:athlete:jim+AF8-leyritz,concept:athleteplayssport,concept:sport:baseball,0.4276426435,1
concept:athlete:shelley+AF8-duncan,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:brad+AF8-butler,concept:athleteplaysforteam,concept:sportsteam:charlotte+AF8-bobcats,0.3276425838,0
concept:athlete:scott+AF8-rolen,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:gary+AF8-carter,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4467203617,1
concept:athlete:gary+AF8-carter,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jason+AF8-isringhausen,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4474327564,1
concept:athlete:justin+AF8-huber,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:clay+AF8-rapada,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4209414124,1
concept:personmexico:dan+AF8-uggla,concept:athleteplayssport,concept:sport:baseball,0.4213170111,1
concept:athlete:vladimir+AF8-radmanovic,concept:athleteledsportsteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.1063877165,0
concept:athlete:george+AF8-brett,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsteam:new+AF8-york+AF8-mets,concept:teamhomestadium,concept:stadiumoreventvenue:shea+AF8-stadium,0.4276425838,1
concept:athlete:yuniesky+AF8-betancourt,concept:athleteplayssport,concept:sport:baseball,0.9446018338,1
concept:athlete:torii+AF8-hunter,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:gaylord+AF8-perry,concept:athleteplaysinleague,concept:sportsleague:mlb,0.041463843,0
concept:sportsteam:oakland+AF8-raiders,concept:teamplaysinleague,concept:sportsleague:nfl,0.507842958,1
concept:athlete:justin+AF8-huber,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426136,1
concept:athlete:todd+AF8-jones,concept:athleteplayssport,concept:sport:baseball,0.6286510825,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:bryant+AF8-denny,0.4276425838,1
concept:athlete:alcides+AF8-escobar,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:united+AF8-center,0.425349474,1
concept:athlete:joe+AF8-nathan,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:kevin+AF8-brown,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:johnny+AF8-cueto,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3903417587,1
concept:athlete:paul+AF8-konerko,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4499302208,1
concept:athlete:frank+AF8-francisco,concept:athleteplaysforteam,concept:sportsteam:rangers,0.4019257164,0
concept:athlete:jake+AF8-tsakalidis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4252052009,1
concept:athlete:matt+AF8-wieters,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4105223119,1
concept:athlete:ty+AF8-wigginton,concept:athleteplayssport,concept:sport:baseball,0.6790001988,1
concept:coach:aaron+AF8-brooks,concept:athleteplaysforteam,concept:sportsteam:rockets,0.3916459382,1
concept:personmexico:carlos+AF8-beltran,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4524922967,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:shea+AF8-stadium,0.4749694765,1
concept:athlete:morris+AF8-peterson,concept:athleteplaysforteam,concept:sportsteam:raptors,0.4951242208,1
concept:athlete:joe+AF8-flacco,concept:athleteplaysforteam,concept:sportsteam:baltimore+AF8-colts,0.3276425838,0
concept:coach:mark+AF8-kotsay,concept:coachesteam,concept:sportsteam:atlanta+AF8-braves,0.4276425838,1
concept:athlete:hanley+AF8-ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6944193244,1
concept:sportsteam:suns,concept:teamplaysinleague,concept:sportsleague:nba,0.4106098115,1
concept:personmexico:esteban+AF8-german,concept:athleteplayssport,concept:sport:baseball,0.4910437167,1
concept:personaustralia:derek+AF8-fisher,concept:athleteledsportsteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.5163173676,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:tropicana+AF8-field,0.5237912536,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:candlestick+AF8-park,0.4470738173,1
concept:athlete:ty+AF8-wigginton,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:coach:pete+AF8-carroll,concept:worksfor,concept:sportsteam:usc,0.4251219928,1
concept:athlete:jeremy+AF8-hermida,concept:athleteplaysforteam,concept:sportsteam:marlins,0.4276425838,0
concept:athlete:eric+AF8-gagne,concept:athleteplayssport,concept:sport:baseball,0.4850607812,1
concept:athlete:rondell+AF8-white,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4782646,1
concept:athlete:felix+AF8-pie,concept:athleteplayssport,concept:sport:baseball,0.5163173676,1
concept:athlete:nomar+AF8-garciaparra,concept:athleteplaysforteam,concept:sportsteam:dodgers,0.4176425838,0
concept:athlete:homer+AF8-bailey,concept:athleteplayssport,concept:sport:baseball,0.4177514613,1
concept:personmexico:john+AF8-grabow,concept:athleteplayssport,concept:sport:baseball,0.5151929855,1
concept:athlete:armando+AF8-galarraga,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:yovani+AF8-gallardo,concept:athleteplayssport,concept:sport:baseball,0.4293332696,1
concept:athlete:charlie+AF8-batch,concept:athleteplaysforteam,concept:sportsteam:steelers,0.4058272064,0
concept:personmexico:miguel+AF8-cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,0.1009344459,1
concept:sportsteam:kansas+AF8-city+AF8-chiefs,concept:teamplaysinleague,concept:sportsleague:nfl,0.0471510403,1
concept:personmexico:clint+AF8-barmes,concept:athleteledsportsteam,concept:sportsteam:colorado+AF8-rockies,0.4154526889,0
concept:athlete:josh+AF8-hamilton,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:edwin+AF8-jackson,concept:athleteplayssport,concept:sport:baseball,0.5041660666,1
concept:athlete:kei+AF8-igawa,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4624125063,1
concept:athlete:ramon+AF8-ortiz,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:joba+AF8-chamberlain,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:scott+AF8-hairston,concept:athleteplayssport,concept:sport:baseball,0.4540960193,1
concept:athlete:tony+AF8-pena,concept:athleteplayssport,concept:sport:baseball,0.4954494536,1
concept:sportsteam:titans,concept:teamhomestadium,concept:stadiumoreventvenue:lp+AF8-field,0.4534059167,1
concept:athlete:jake+AF8-westbrook,concept:athleteplayssport,concept:sport:baseball,0.4312478006,1
concept:sportsteam:seattle+AF8-mariners,concept:teamhomestadium,concept:stadiumoreventvenue:safeco+AF8-field,0.7709921598,1
concept:athlete:felix+AF8-pie,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4065217078,1
concept:athlete:mike+AF8-lowell,concept:athleteledsportsteam,concept:sportsteam:red+AF8-sox,0.4276425838,1
concept:athlete:aramis+AF8-ramirez,concept:athleteplayssport,concept:sport:baseball,0.6515584588,1
concept:sportsteam:memphis+AF8-grizzlies,concept:teamhomestadium,concept:stadiumoreventvenue:fedex+AF8-forum,0.0891078115,1
concept:athlete:hedo+AF8-turkoglu,concept:athleteledsportsteam,concept:sportsteam:magic,0.5269783139,1
concept:athlete:kirby+AF8-puckett,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsteam:titans,concept:teamplaysinleague,concept:sportsleague:nfl,0.5211207271,1
concept:athlete:nick+AF8-young,concept:athleteledsportsteam,concept:sportsteam:washington+AF8-wizards,0.4231376648,0
concept:athlete:hunter+AF8-pence,concept:athleteplaysforteam,concept:sportsteam:houston+AF8-astros,0.5452036262,0
concept:athlete:brian+AF8-schneider,concept:athleteplayssport,concept:sport:baseball,0.4106097519,1
concept:athlete:sergio+AF8-romo,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:eli+AF8-manning,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-giants,0.5300896764,1
concept:athlete:rafer+AF8-alston,concept:athleteledsportsteam,concept:sportsteam:rockets,0.4276425838,1
concept:athlete:robbie+AF8-fowler,concept:athletehomestadium,concept:stadiumoreventvenue:anfield,0.3480448067,0
concept:athlete:mike+AF8-mussina,concept:athleteplayssport,concept:sport:baseball,0.4917194843,1
concept:athlete:a+AF8-j+AF8AXw-burnett,concept:athleteplayssport,concept:sport:baseball,0.3992563188,1
concept:athlete:dexter+AF8-fowler,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475468695,1
concept:athlete:gary+AF8-sheffield,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:jose+AF8-guillen,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:coach:jose+AF8-ceda,concept:athleteplayssport,concept:sport:baseball,0.4623410702,1
concept:athlete:jhonny+AF8-peralta,concept:athleteplayssport,concept:sport:baseball,0.4113820195,1
concept:athlete:hideki+AF8-okajima,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475862384,1
concept:athlete:david+AF8-wright,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4148387313,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:soldier+AF8-field,0.4357449114,1
concept:athlete:jeff+AF8-clement,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:carl+AF8-crawford,concept:athleteplaysforteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.4147521555,1
concept:athlete:takashi+AF8-saito,concept:athleteplayssport,concept:sport:baseball,0.5711666346,1
concept:personmexico:miguel+AF8-batista,concept:athleteplayssport,concept:sport:baseball,0.6009163857,1
concept:athlete:adam+AF8-bostick,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:coach:juan+AF8-encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4118062854,1
concept:athlete:james+AF8-shields,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:jesse+AF8-orosco,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4203598201,1
concept:athlete:clay+AF8-rapada,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:d+AF8-j+AF8AXw-mbenga,concept:athleteledsportsteam,concept:sportsteam:colorado+AF8-rockies,0.2276425838,0
concept:athlete:edwin+AF8-encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:evan+AF8-longoria,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5476207733,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:lane+AF8-stadium,0.4276425838,1
concept:athlete:carl+AF8-crawford,concept:coachesteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.432430625,1
concept:athlete:sam+AF8-bradford,concept:athleteledsportsteam,concept:sportsteam:sooners,0.4343757927,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:pepsi+AF8-center,0.4134325087,1
concept:personmexico:scott+AF8-olsen,concept:athleteplayssport,concept:sport:baseball,0.4318557382,1
concept:athlete:brett+AF8-tomko,concept:athleteplayssport,concept:sport:baseball,0.7923625112,1
concept:athlete:ryan+AF8-braun,concept:athleteplaysforteam,concept:sportsteam:brewers,0.4276426435,1
concept:coach:chuck+AF8-amato,concept:worksfor,concept:sportsteam:wolfpack,0.4014097154,1
concept:athlete:paul+AF8-bako,concept:athleteplayssport,concept:sport:baseball,0.4274857044,1
concept:athlete:steve+AF8-trachsel,concept:athleteplayssport,concept:sport:baseball,0.3854900301,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:progressive+AF8-field,0.4771634936,1
concept:athlete:jesse+AF8-crain,concept:athleteplayssport,concept:sport:baseball,0.4456683993,1
concept:athlete:dwyane+AF8-wade,concept:coachesteam,concept:sportsteam:heat,0.4276425838,1
concept:sportsteam:michigan+AF8-state,concept:teamplaysinleague,concept:sportsleague:ncaa,0.5470322371,1
concept:personmexico:david+AF8-ragan,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276423454,1
concept:coach:derrick+AF8-turnbow,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4602468014,1
concept:athlete:jackie+AF8-robinson,concept:athleteledsportsteam,concept:sportsteam:brooklyn+AF8-dodgers,0.3397005498,1
concept:athlete:matt+AF8-clement,concept:athleteplayssport,concept:sport:baseball,0.5122892857,1
concept:athlete:matt+AF8-joyce,concept:athleteplaysinleague,concept:sportsleague:mlb,0.1574746966,1
concept:athlete:jacoby+AF8-ellsbury,concept:athleteplayssport,concept:sport:baseball,0.450077951,1
concept:coach:chan+AF8-gailey,concept:coachesteam,concept:sportsteam:georgia+AF8-tech,0.4587928057,1
concept:athlete:randy+AF8-wolf,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4357070923,1
concept:athlete:jeff+AF8-kent,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4203598499,1
concept:athlete:ryan+AF8-doumit,concept:athleteplayssport,concept:sport:baseball,0.4219606221,1
concept:athlete:kelly+AF8-johnson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:wachovia+AF8-center,0.4276425838,1
concept:athlete:justin+AF8-mason,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:staples+AF8-center,0.4976376295,1
concept:athlete:dontrelle+AF8-willis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5848947763,1
concept:athlete:phil+AF8-rizzuto,concept:athleteplayssport,concept:sport:baseball,0.4346316457,1
concept:athlete:tracy+AF8-mcgrady,concept:athleteplaysforteam,concept:sportsteam:rockets,0.4106098413,1
concept:sportsteam:charlotte+AF8-bobcats,concept:teamhomestadium,concept:stadiumoreventvenue:time+AF8-warner+AF8-cable+AF8-amphitheater,0.4390053749,1
concept:athlete:melvin+AF8-mora,concept:athleteplayssport,concept:sport:baseball,0.4276424348,1
concept:athlete:david+AF8-huff,concept:athleteplayssport,concept:sport:baseball,0.4604875147,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:metrodome,0.41727826,1
concept:personmexico:freddy+AF8-sanchez,concept:athleteledsportsteam,concept:sportsteam:pirates,0.4276423454,1
concept:athlete:ramon+AF8-troncoso,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:athlete:esteban+AF8-loaiza,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:personmexico:jeff+AF8-francis,concept:athleteplayssport,concept:sport:baseball,0.5209491253,1
concept:coach:scott+AF8-proctor,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3957529068,1
concept:athlete:jeremy,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4276426435,1
concept:sportsteam:new+AF8-york+AF8-yankees,concept:teamhomestadium,concept:stadiumoreventvenue:yankee+AF8-stadium,0.4276425838,1
concept:coach:aaron+AF8-brooks,concept:athleteledsportsteam,concept:sportsteam:rockets,0.4228075147,1
concept:sportsteam:penn+AF8-state+AF8-nittany+AF8-lions,concept:teamhomestadium,concept:stadiumoreventvenue:beaver+AF8-stadium,0.4276425838,1
concept:athlete:sean+AF8-henn,concept:athleteplayssport,concept:sport:baseball,0.4096707404,1
concept:athlete:andy+AF8-laroche,concept:athleteplayssport,concept:sport:baseball,0.425349474,1
concept:sportsteam:detroit+AF8-pistons,concept:teamhomestadium,concept:stadiumoreventvenue:palace+AF8-of+AF8-auburn+AF8-hills,0.4276425838,1
concept:athlete:russell+AF8-martin,concept:athleteplayssport,concept:sport:baseball,0.4276426435,1
concept:athlete:john+AF8-danks,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3994260728,1
concept:athlete:justin+AF8-mason,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4069737196,1
concept:personmexico:casey+AF8-kotchman,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3854899704,1
concept:athlete:matt+AF8-joyce,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:coach:brian+AF8-falkenborg,concept:athleteplayssport,concept:sport:baseball,0.450077951,1
concept:athlete:roy+AF8-halladay,concept:athleteplayssport,concept:sport:baseball,0.4975450933,1
concept:athlete:kurt+AF8-warner,concept:athleteledsportsteam,concept:sportsteam:louis+AF8-cardinals,0.3854900301,0
concept:personmexico:melky+AF8-cabrera,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.0550702751,0
concept:athlete:tim+AF8-tebow,concept:athleteledsportsteam,concept:sportsteam:florida+AF8-gators,0.4200423658,1
concept:athlete:nick+AF8-masset,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4040887356,1
concept:personmexico:jose+AF8-contreras,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3198715985,1
concept:sportsteam:new+AF8-york+AF8-yankees,concept:teamplaysinleague,concept:sportsleague:mlb,0.4474327564,1
concept:personmexico:dan+AF8-uggla,concept:athleteplaysforteam,concept:sportsteam:marlins,0.4197198462,0
concept:personmexico:miguel+AF8-batista,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4019257724,1
concept:coach:larry+AF8-hughes,concept:athleteledsportsteam,concept:sportsteam:chicago+AF8-bulls,0.4587928355,1
concept:athlete:kirk+AF8-hinrich,concept:athleteplaysforteam,concept:sportsteam:chicago+AF8-bulls,0.4276425838,1
concept:athlete:tony+AF8-romo,concept:athleteplaysforteam,concept:sportsteam:dallas+AF8-cowboys,0.4482486248,1
concept:coach:chris+AF8-volstad,concept:athleteplayssport,concept:sport:baseball,0.4251219928,1
concept:personmexico:vladimir+AF8-guerrero,concept:athleteledsportsteam,concept:sportsteam:anaheim+AF8-angels,0.3854900301,1
concept:athlete:kevin+AF8-slowey,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4213246703,1
concept:athlete:stephen+AF8-drew,concept:athleteplaysinleague,concept:sportsleague:mlb,0.480799228,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:citizen+AF8-bank+AF8-park,0.4276425838,1
concept:sportsteam:diamondbacks,concept:teamhomestadium,concept:stadiumoreventvenue:chase+AF8-field,0.4276425838,1
concept:male:don+AF8-drysdale,concept:athleteplayssport,concept:sport:baseball,0.6981501579,1
concept:athlete:guillermo+AF8-diaz,concept:athleteledsportsteam,concept:sportsteam:knicks,0.4153364599,0
concept:athlete:tony+AF8-gwynn,concept:athleteplaysinleague,concept:sportsleague:mlb,0.15916664,0
concept:sportsteam:cleveland+AF8-browns,concept:teamplaysinleague,concept:sportsleague:nfl,0.4252923727,1
concept:personmexico:scott+AF8-kazmir,concept:athleteplayssport,concept:sport:baseball,0.447014153,1
concept:sportsteam:san+AF8-francisco+AF8-49ers,concept:teamplaysinleague,concept:sportsleague:nfl,0.4201831818,1
concept:athlete:phil+AF8-coke,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:freddy+AF8-sanchez,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:hiroki+AF8-kuroda,concept:athleteplayssport,concept:sport:baseball,0.5185357928,1
concept:athlete:garrett+AF8-olson,concept:athleteplayssport,concept:sport:baseball,0.4276424348,1
concept:athlete:seneca+AF8-wallace,concept:athleteledsportsteam,concept:sportsteam:seahawks,0.4044555426,1
concept:athlete:yorvit+AF8-torrealba,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,1
concept:personmexico:jose+AF8-valverde,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4469150603,1
concept:athlete:dirk+AF8-nowitzki,concept:athleteplaysforteam,concept:sportsteam:mavericks,0.499014765,1
concept:athlete:kelly+AF8-shoppach,concept:athleteplayssport,concept:sport:baseball,0.4276426733,1
concept:athlete:alexei+AF8-ramirez,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4957170486,1
concept:athlete:joakim+AF8-soria,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:sage+AF8-rosenfels,concept:athleteplaysforteam,concept:sportsteam:texans,0.7977887392,0
concept:sportsteam:san+AF8-diego+AF8-chargers,concept:teamplaysinleague,concept:sportsleague:mlb,0.2720447361,0
concept:athlete:dontrelle+AF8-willis,concept:athleteplayssport,concept:sport:baseball,0.4276425838,1
concept:athlete:tyler+AF8-clippard,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5359350443,1
concept:athlete:pelfrey,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4213554859,1
concept:athlete:michael+AF8-finley,concept:athleteplaysforteam,concept:sportsteam:spurs,0.4584441781,0
concept:sportsteam:n1985+AF8-chicago+AF8-bears,concept:teamhomestadium,concept:stadiumoreventvenue:soldier+AF8-field,0.7200530767,1
concept:personmexico:edinson+AF8-volquez,concept:athleteplayssport,concept:sport:baseball,0.4343757331,1
concept:athlete:tom+AF8-seaver,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,0
concept:personmexico:alfonso+AF8-soriano,concept:athleteplaysforteam,concept:sportsteam:chicago+AF8-cubs,0.4500778615,1
concept:athlete:a+AF8-j+AF8AXw-pierzynski,concept:athleteplayssport,concept:sport:baseball,0.4276426435,1
concept:athlete:conor+AF8-jackson,concept:athleteplaysforteam,concept:sportsteam:diamondbacks,0.1185357928,0
concept:sportsteam:twins,concept:teamhomestadium,concept:stadiumoreventvenue:metrodome,0.4276425838,1
concept:athlete:johan+AF8-santana,concept:athleteplayssport,concept:sport:baseball,0.4258021414,1
