ID,Subject,Predicate,Object,MturkTruth,Sub_par_Pred,Sub_Pred,Obj_par_Pred,Obj_Pred,Sub_Obj,Strength
221168,concept:sportsteam:new_york_jets,concept:teamhomestadium,concept:stadiumoreventvenue:giants_stadium,1,97,1,97,2,1,291
220002,concept:athlete:barry_bonds,concept:athleteledsportsteam,concept:sportsteam:san_francisco_giants,1,179,1,229,1,2,204
211722,concept:athlete:cla_meredith,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221184,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:heinz_field,1,83,19,83,1,1,1660
211903,concept:athlete:jeremy_hermida,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208191,concept:athlete:bill_mazeroski,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209014,concept:personeurope:james_mcdonald,concept:athleteplayssport,concept:sport:baseball,1,1,1,509,509,1,259082
208934,concept:athlete:rafael_soriano,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215982,concept:athlete:john_salmons,concept:athleteplaysforteam,concept:sportsteam:kings,0,179,1,228,2,2,317.5
221559,concept:sportsteam:tampa_bay_rays,concept:teamhomestadium,concept:stadiumoreventvenue:tropicana_field,1,97,1,97,2,1,291
211883,concept:athlete:david_ortiz,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221271,concept:sportsteam:colts,concept:teamhomestadium,concept:stadiumoreventvenue:lucas_oil_stadium,1,97,1,97,1,1,194
215640,concept:sportsteam:brazil,concept:teamplaysagainstteam,concept:sportsteam:germany,1,2,1,2,1,1,4
211926,concept:personus:roy_oswalt,concept:athleteplaysinleague,concept:sportsleague:mlb,1,1,1,509,509,1,259082
215064,concept:personmexico:clint_barmes,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies,0,30,1,228,4,2,471
209062,concept:coach:josh_beckett,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
221027,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:beaver_stadium,1,83,10,83,1,1,913
215762,concept:athlete:ty_wigginton,concept:athleteledsportsteam,concept:sportsteam:houston_astros,1,179,1,229,4,2,547.5
208995,concept:athlete:dice_k,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
213632,concept:sportsteam:new_england_patriots,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
214401,concept:coach:j_j__hardy,concept:athleteledsportsteam,concept:sportsteam:brewers,1,10,1,229,3,2,348.5
208609,concept:athlete:pedro_alvarez,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209293,concept:athlete:rafael_betancourt,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
219873,concept:athlete:tyson_chandler,concept:athleteplaysforteam,concept:sportsteam:sacramento_state_hornets,0,179,1,228,2,2,317.5
211927,concept:personmexico:matt_kemp,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211774,concept:athlete:edwin_jackson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211872,concept:athlete:mike_mussina,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208557,concept:personaustralia:david_ross,concept:athleteplayssport,concept:sport:baseball,1,2,1,509,509,1,259083
219543,concept:coach:horacio_ramirez,concept:coachesteam,concept:sportsteam:red_sox,0,13,1,23,1,4,9
208737,concept:personmexico:jason_bay,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
215054,concept:personmexico:brad_hawpe,concept:athleteplaysforteam,concept:sportsteam:colorado_rockies,0,30,1,228,4,2,471
208567,concept:athlete:hideki_matsui,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209044,concept:athlete:kevin_slowey,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
214112,concept:athlete:jim_kelly,concept:athleteledsportsteam,concept:sportsteam:bills,1,179,1,229,3,2,433
211985,concept:athlete:denny_bautista,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
218156,concept:athlete:hideki_matsui,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1,179,1,228,14,2,1685.5
216392,concept:athlete:reggie_nelson,concept:athleteplaysforteam,concept:sportsteam:magic,0,179,1,228,4,2,545.5
214217,concept:male:alex_rios,concept:athleteledsportsteam,concept:sportsteam:blue_jays,1,2,1,229,2,2,230
211822,concept:athlete:derek_lowe,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211425,concept:athlete:chad_qualls,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219960,concept:athlete:philip_rivers,concept:athleteplaysforteam,concept:sportsteam:san_diego_chargers,1,179,1,228,4,2,545.5
211660,concept:athlete:jake_westbrook,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209038,concept:athlete:jose_reyes,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208804,concept:athlete:scott_eyre,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221139,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:edward_jones_dome,1,83,19,83,1,1,1660
221490,concept:sportsteam:michigan_state_spartans,concept:teamhomestadium,concept:stadiumoreventvenue:spartan_stadium,1,97,1,97,2,1,291
209035,concept:personmexico:ubaldo_jimenez,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
212404,concept:sportsteam:denver_nuggets,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
208932,concept:athlete:paul_o_neill,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211600,concept:coach:geoff_jenkins,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
209008,concept:athlete:doug_davis,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208860,concept:athlete:fred_lynn,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211907,concept:athlete:ryan_dempster,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
214085,concept:athlete:ryan_fitzpatrick,concept:athleteledsportsteam,concept:sportsteam:bengals,0,179,1,229,2,2,318.5
221364,concept:sportsteam:golden_state_warriors,concept:teamhomestadium,concept:stadiumoreventvenue:oracle_arena,1,97,1,97,1,1,194
209050,concept:athlete:rafael_furcal,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211552,concept:athlete:blake_dewitt,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211954,concept:athlete:denard_span,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208552,concept:athlete:dave_roberts,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208197,concept:athlete:craig_biggio,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212023,concept:sportsteam:arizona_diamondbacks,concept:teamplaysinleague,concept:sportsleague:mlb,1,88,1,88,27,1,2464
216208,concept:personmexico:mark_mcgwire,concept:athleteplaysforteam,concept:sportsteam:louis_cardinals,1,30,1,228,6,2,699
211705,concept:athlete:angel_berroa,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221285,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:mcafee_coliseum,1,83,28,83,2,1,2490
211549,concept:male:don_drysdale,concept:athleteplaysinleague,concept:sportsleague:mlb,0,3,1,509,509,1,259084
215632,concept:coach:chan_gailey,concept:worksfor,concept:sportsteam:georgia_tech,0,8,1,9,1,2,8.5
208953,concept:coach:fausto_carmona,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
209085,concept:coach:jose_arredondo,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
211577,concept:athlete:paul_bako,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
218831,concept:athlete:sidney_crosby,concept:athleteplaysforteam,concept:sportsteam:pittsburgh_penguins,1,179,1,228,1,2,203.5
215550,concept:athlete:tim_tebow,concept:athleteplaysforteam,concept:sportsteam:florida_gators,0,179,1,228,1,2,203.5
209007,concept:personaustralia:david_pauley,concept:athleteplayssport,concept:sport:baseball,1,2,1,509,509,1,259083
219666,concept:athlete:mike_lowell,concept:athleteplaysforteam,concept:sportsteam:red_sox,1,179,1,228,12,2,1457.5
217827,concept:athlete:phil_simms,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1,179,1,228,4,2,545.5
217917,concept:athlete:joe_namath,concept:athleteledsportsteam,concept:sportsteam:new_york_jets,1,179,1,229,4,2,547.5
218129,concept:athlete:hideki_okajima,concept:athleteplaysforteam,concept:sportsteam:new_york_yankees,1,179,1,228,14,2,1685.5
211959,concept:personmexico:jason_bay,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
211598,concept:athlete:tony_pena,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211772,concept:athlete:curt_schilling,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208194,concept:athlete:brayan_pena,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221351,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:neyland_stadium,1,83,10,83,1,1,913
221128,concept:sportsteam:marlins,concept:teamhomestadium,concept:stadiumoreventvenue:dolphin_stadium,1,97,1,97,1,1,194
208203,concept:athlete:jim_leyritz,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211563,concept:athlete:shelley_duncan,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
214767,concept:athlete:brad_butler,concept:athleteplaysforteam,concept:sportsteam:charlotte_bobcats,0,179,1,228,1,2,203.5
208806,concept:athlete:scott_rolen,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212000,concept:athlete:gary_carter,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209391,concept:athlete:gary_carter,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211435,concept:athlete:jason_isringhausen,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208595,concept:athlete:justin_huber,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211725,concept:athlete:clay_rapada,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208579,concept:personmexico:dan_uggla,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
216194,concept:athlete:vladimir_radmanovic,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,0,179,1,229,8,2,1005.5
211502,concept:athlete:george_brett,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221479,concept:sportsteam:new_york_mets,concept:teamhomestadium,concept:stadiumoreventvenue:shea_stadium,1,97,1,97,1,1,194
208823,concept:athlete:yuniesky_betancourt,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211896,concept:athlete:torii_hunter,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211543,concept:athlete:gaylord_perry,concept:athleteplaysinleague,concept:sportsleague:mlb,0,374,1,509,509,1,259455
213636,concept:sportsteam:oakland_raiders,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
211634,concept:athlete:justin_huber,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208945,concept:athlete:todd_jones,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221046,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:bryant_denny,1,83,10,83,1,1,913
208538,concept:athlete:alcides_escobar,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221568,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:united_center,1,83,23,83,1,1,1992
209033,concept:athlete:joe_nathan,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211746,concept:athlete:kevin_brown,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211536,concept:athlete:johnny_cueto,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211924,concept:athlete:paul_konerko,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219287,concept:athlete:frank_francisco,concept:athleteplaysforteam,concept:sportsteam:rangers,0,179,1,228,2,2,317.5
211851,concept:athlete:jake_tsakalidis,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211510,concept:athlete:matt_wieters,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208819,concept:athlete:ty_wigginton,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
219776,concept:coach:aaron_brooks,concept:athleteplaysforteam,concept:sportsteam:rockets,1,9,1,228,4,2,460.5
218002,concept:personmexico:carlos_beltran,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1,30,1,229,8,2,931
221478,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:shea_stadium,1,83,28,83,1,1,2407
219334,concept:athlete:morris_peterson,concept:athleteplaysforteam,concept:sportsteam:raptors,1,179,1,228,7,2,887.5
214062,concept:athlete:joe_flacco,concept:athleteplaysforteam,concept:sportsteam:baltimore_colts,0,179,1,228,3,2,431.5
213957,concept:coach:mark_kotsay,concept:coachesteam,concept:sportsteam:atlanta_braves,1,13,1,23,1,3,12
211613,concept:athlete:hanley_ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
212426,concept:sportsteam:suns,concept:teamplaysinleague,concept:sportsleague:nba,1,88,1,88,27,1,2464
208580,concept:personmexico:esteban_german,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
216157,concept:personaustralia:derek_fisher,concept:athleteledsportsteam,concept:sportsteam:los_angeles_lakers,1,2,1,229,8,2,917
221557,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:tropicana_field,1,83,28,83,1,1,2407
221067,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:candlestick_park,1,83,19,83,1,1,1660
211570,concept:athlete:ty_wigginton,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220747,concept:coach:pete_carroll,concept:worksfor,concept:sportsteam:usc,1,8,1,9,1,2,8.5
216483,concept:athlete:jeremy_hermida,concept:athleteplaysforteam,concept:sportsteam:marlins,0,179,1,228,5,2,659.5
208561,concept:athlete:eric_gagne,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212009,concept:athlete:rondell_white,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208562,concept:athlete:felix_pie,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215369,concept:athlete:nomar_garciaparra,concept:athleteplaysforteam,concept:sportsteam:dodgers,0,179,1,228,5,2,659.5
208710,concept:athlete:homer_bailey,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208740,concept:personmexico:john_grabow,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208862,concept:athlete:armando_galarraga,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208948,concept:athlete:yovani_gallardo,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
220280,concept:athlete:charlie_batch,concept:athleteplaysforteam,concept:sportsteam:steelers,0,179,1,228,2,2,317.5
211695,concept:personmexico:miguel_cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
213628,concept:sportsteam:kansas_city_chiefs,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
215044,concept:personmexico:clint_barmes,concept:athleteledsportsteam,concept:sportsteam:colorado_rockies,0,30,1,229,4,2,473
209254,concept:athlete:josh_hamilton,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208883,concept:athlete:edwin_jackson,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211508,concept:athlete:kei_igawa,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209051,concept:athlete:ramon_ortiz,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208904,concept:athlete:joba_chamberlain,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208805,concept:athlete:scott_hairston,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208817,concept:athlete:tony_pena,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221268,concept:sportsteam:titans,concept:teamhomestadium,concept:stadiumoreventvenue:lp_field,1,97,1,97,1,1,194
209011,concept:athlete:jake_westbrook,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221462,concept:sportsteam:seattle_mariners,concept:teamhomestadium,concept:stadiumoreventvenue:safeco_field,1,97,1,97,1,1,194
211689,concept:athlete:felix_pie,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
219499,concept:athlete:mike_lowell,concept:athleteledsportsteam,concept:sportsteam:red_sox,1,179,1,229,12,2,1463.5
208696,concept:athlete:aramis_ramirez,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221150,concept:sportsteam:memphis_grizzlies,concept:teamhomestadium,concept:stadiumoreventvenue:fedex_forum,1,97,1,97,1,1,194
216401,concept:athlete:hedo_turkoglu,concept:athleteledsportsteam,concept:sportsteam:magic,1,179,1,229,4,2,547.5
208598,concept:athlete:kirby_puckett,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
213646,concept:sportsteam:titans,concept:teamplaysinleague,concept:sportsleague:nfl,1,88,1,88,20,1,1848
220833,concept:athlete:nick_young,concept:athleteledsportsteam,concept:sportsteam:washington_wizards,0,179,1,229,2,2,318.5
215794,concept:athlete:hunter_pence,concept:athleteplaysforteam,concept:sportsteam:houston_astros,0,179,1,228,4,2,545.5
208699,concept:athlete:brian_schneider,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209386,concept:athlete:sergio_romo,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
217872,concept:athlete:eli_manning,concept:athleteplaysforteam,concept:sportsteam:new_york_giants,1,179,1,228,4,2,545.5
219778,concept:athlete:rafer_alston,concept:athleteledsportsteam,concept:sportsteam:rockets,1,179,1,229,4,2,547.5
220993,concept:athlete:robbie_fowler,concept:athletehomestadium,concept:stadiumoreventvenue:anfield,0,8,1,11,1,1,19
208927,concept:athlete:mike_mussina,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208997,concept:athlete:a_j__burnett,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211911,concept:athlete:dexter_fowler,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211612,concept:athlete:gary_sheffield,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209237,concept:athlete:jose_guillen,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208623,concept:coach:jose_ceda,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
208578,concept:athlete:jhonny_peralta,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212005,concept:athlete:hideki_okajima,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
217963,concept:athlete:david_wright,concept:athleteledsportsteam,concept:sportsteam:new_york_mets,1,179,1,229,8,2,1005.5
221486,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:soldier_field,1,83,19,83,1,1,1660
211708,concept:athlete:jeff_clement,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
220468,concept:athlete:carl_crawford,concept:athleteplaysforteam,concept:sportsteam:tampa_bay_devil_rays,1,179,1,228,3,3,287.6666666667
208811,concept:athlete:takashi_saito,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208748,concept:personmexico:miguel_batista,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
211584,concept:athlete:adam_bostick,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211647,concept:coach:juan_encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
209012,concept:athlete:james_shields,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211809,concept:athlete:jesse_orosco,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208878,concept:athlete:clay_rapada,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215055,concept:personmexico:d_j__mbenga,concept:athleteledsportsteam,concept:sportsteam:colorado_rockies,0,30,1,229,4,2,473
211532,concept:athlete:edwin_encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211955,concept:athlete:evan_longoria,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221254,concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:lane_stadium,1,83,10,83,1,1,913
220430,concept:athlete:carl_crawford,concept:coachesteam,concept:sportsteam:tampa_bay_devil_rays,1,6,1,23,1,3,9.6666666667
220172,concept:athlete:sam_bradford,concept:athleteledsportsteam,concept:sportsteam:sooners,1,179,1,229,1,2,204
221378,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:pepsi_center,1,83,23,83,1,1,1992
208911,concept:personmexico:scott_olsen,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
208864,concept:athlete:brett_tomko,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
214413,concept:athlete:ryan_braun,concept:athleteplaysforteam,concept:sportsteam:brewers,1,179,1,228,3,2,431.5
220883,concept:coach:chuck_amato,concept:worksfor,concept:sportsteam:wolfpack,1,8,1,9,1,2,8.5
208215,concept:athlete:paul_bako,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208979,concept:athlete:steve_trachsel,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221403,concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:progressive_field,1,83,28,83,1,1,2407
209015,concept:athlete:jesse_crain,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215705,concept:athlete:dwyane_wade,concept:coachesteam,concept:sportsteam:heat,1,6,1,23,1,3,9.6666666667
212914,concept:sportsteam:michigan_state,concept:teamplaysinleague,concept:sportsleague:ncaa,1,88,1,88,11,1,1056
211805,concept:personmexico:david_ragan,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
212022,concept:coach:derrick_turnbow,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
214466,concept:athlete:jackie_robinson,concept:athleteledsportsteam,concept:sportsteam:brooklyn_dodgers,1,179,1,229,1,2,204
208776,concept:athlete:matt_clement,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211900,concept:athlete:matt_joyce,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208711,concept:athlete:jacoby_ellsbury,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
215631,concept:coach:chan_gailey,concept:coachesteam,concept:sportsteam:georgia_tech,1,13,1,23,1,2,18
211949,concept:athlete:randy_wolf,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211820,concept:athlete:jeff_kent,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208801,concept:athlete:ryan_doumit,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
211813,concept:athlete:kelly_johnson,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
221591,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:wachovia_center,1,83,23,83,1,1,1992
209040,concept:athlete:justin_mason,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221497,concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:staples_center,1,83,23,83,1,1,1992
211729,concept:athlete:dontrelle_willis,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
208795,concept:athlete:phil_rizzuto,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
219781,concept:athlete:tracy_mcgrady,concept:athleteplaysforteam,concept:sportsteam:rockets,1,179,1,228,4,2,545.5
221550,concept:sportsteam:charlotte_bobcats,concept:teamhomestadium,concept:stadiumoreventvenue:time_warner_cable_amphitheater,1,97,1,97,1,1,194
208779,concept:athlete:melvin_mora,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
209148,concept:athlete:david_huff,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221303,concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:metrodome,1,83,19,83,2,1,1743
218754,concept:personmexico:freddy_sanchez,concept:athleteledsportsteam,concept:sportsteam:pirates,1,30,1,229,3,2,358.5
211713,concept:athlete:ramon_troncoso,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
209233,concept:athlete:esteban_loaiza,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208903,concept:personmexico:jeff_francis,concept:athleteplayssport,concept:sport:baseball,1,92,1,509,509,1,259173
211672,concept:coach:scott_proctor,concept:athleteplaysinleague,concept:sportsleague:mlb,1,35,1,509,509,1,259116
217813,concept:athlete:jeremy,concept:athleteledsportsteam,concept:sportsteam:new_york_giants,1,179,1,229,4,2,547.5
221614,concept:sportsteam:new_york_yankees,concept:teamhomestadium,concept:stadiumoreventvenue:yankee_stadium,1,97,1,97,1,1,194
219760,concept:coach:aaron_brooks,concept:athleteledsportsteam,concept:sportsteam:rockets,1,10,1,229,4,2,463
221026,concept:sportsteam:penn_state_nittany_lions,concept:teamhomestadium,concept:stadiumoreventvenue:beaver_stadium,1,97,1,97,1,1,194
208942,concept:athlete:sean_henn,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208694,concept:athlete:andy_laroche,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
221369,concept:sportsteam:detroit_pistons,concept:teamhomestadium,concept:stadiumoreventvenue:palace_of_auburn_hills,1,97,1,97,1,1,194
208939,concept:athlete:russell_martin,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
212014,concept:athlete:john_danks,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211979,concept:athlete:justin_mason,concept:athleteplaysinleague,concept:sportsleague:mlb,1,374,1,509,509,1,259455
211923,concept:personmexico:casey_kotchman,concept:athleteplaysinleague,concept:sportsleague:mlb,1,92,1,509,509,1,259173
208601,concept:athlete:matt_joyce,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
208951,concept:coach:brian_falkenborg,concept:athleteplayssport,concept:sport:baseball,1,35,1,509,509,1,259116
209056,concept:athlete:roy_halladay,concept:athleteplayssport,concept:sport:baseball,1,374,1,509,509,1,259455
