Subject,Predicate,Object,stv,Strength,overall,MturkTruth
concept:athlete:jim+AF8-kelly,concept:athleteledsportsteam,concept:sportsteam:bills,0.4276426435,433,185.1692646355,1
concept:athlete:denny+AF8-bautista,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4162012637,259455,107985.498873284,1
concept:athlete:hideki+AF8-matsui,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4338943958,1685.5,731.3290041209,1
concept:athlete:reggie+AF8-nelson,concept:athleteplaysforteam,concept:sportsteam:magic,0.4153364599,545.5,226.5660388755,0
concept:male:alex+AF8-rios,concept:athleteledsportsteam,concept:sportsteam:blue+AF8-jays,0.0183984041,230,4.231632943,1
concept:athlete:derek+AF8-lowe,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:chad+AF8-qualls,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4227134287,259455,109675.112643359,1
concept:athlete:philip+AF8-rivers,concept:athleteplaysforteam,concept:sportsteam:san+AF8-diego+AF8-chargers,0.4276425838,545.5,233.2790294629,1
concept:athlete:jake+AF8-westbrook,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4567211568,259455,118498.587737544,1
concept:athlete:jose+AF8-reyes,concept:athleteplayssport,concept:sport:baseball,0.6381288171,259455,165565.712240681,1
concept:athlete:scott+AF8-eyre,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:edward+AF8-jones+AF8-dome,0.4883480072,1660,810.657691952,1
concept:sportsteam:michigan+AF8-state+AF8-spartans,concept:teamhomestadium,concept:stadiumoreventvenue:spartan+AF8-stadium,0.4734470844,291,137.7731015604,1
concept:personmexico:ubaldo+AF8-jimenez,concept:athleteplayssport,concept:sport:baseball,0.4900290072,259173,127002.287883046,1
concept:sportsteam:denver+AF8-nuggets,concept:teamplaysinleague,concept:sportsleague:nba,0.4169698358,2464,1027.4136754112,1
concept:athlete:paul+AF8-o+AF8-neill,concept:athleteplayssport,concept:sport:baseball,0.4198715985,259455,108937.785588818,1
concept:coach:geoff+AF8-jenkins,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4144339263,259116,107386.461247151,1
concept:athlete:doug+AF8-davis,concept:athleteplayssport,concept:sport:baseball,0.4214709699,259455,109352.750495405,1
concept:athlete:fred+AF8-lynn,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:ryan+AF8-dempster,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:ryan+AF8-fitzpatrick,concept:athleteledsportsteam,concept:sportsteam:bengals,0.4276425838,318.5,136.2041629403,0
concept:sportsteam:golden+AF8-state+AF8-warriors,concept:teamhomestadium,concept:stadiumoreventvenue:oracle+AF8-arena,0.4261078537,194,82.6649236178,1
concept:athlete:rafael+AF8-furcal,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:blake+AF8-dewitt,concept:athleteplaysinleague,concept:sportsleague:mlb,0.7734737992,259455,200681.644571436,1
concept:athlete:denard+AF8-span,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:dave+AF8-roberts,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:craig+AF8-biggio,concept:athleteplayssport,concept:sport:baseball,0.4807010293,259455,124720.285557032,1
concept:sportsteam:arizona+AF8-diamondbacks,concept:teamplaysinleague,concept:sportsleague:mlb,0.4344629049,2464,1070.5165976736,1
concept:personmexico:mark+AF8-mcgwire,concept:athleteplaysforteam,concept:sportsteam:louis+AF8-cardinals,0.4771634638,699,333.5372611962,1
concept:athlete:angel+AF8-berroa,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4144337475,259455,107526.907957613,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:mcafee+AF8-coliseum,0.4971088469,2490,1237.801028781,1
concept:male:don+AF8-drysdale,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4143872857,259084,107361.115528299,0
concept:coach:chan+AF8-gailey,concept:worksfor,concept:sportsteam:georgia+AF8-tech,0.4198715687,8.5,3.568908334,0
concept:coach:fausto+AF8-carmona,concept:athleteplayssport,concept:sport:baseball,0.4947230816,259116,128190.666011866,1
concept:coach:jose+AF8-arredondo,concept:athleteplayssport,concept:sport:baseball,0.4150123,259116,107536.3271268,1
concept:athlete:paul+AF8-bako,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4791559875,259455,124319.416736812,1
concept:athlete:sidney+AF8-crosby,concept:athleteplaysforteam,concept:sportsteam:pittsburgh+AF8-penguins,0.4621224999,203.5,94.0419287297,1
concept:athlete:tim+AF8-tebow,concept:athleteplaysforteam,concept:sportsteam:florida+AF8-gators,0.4276425838,203.5,87.0252658033,0
concept:personaustralia:david+AF8-pauley,concept:athleteplayssport,concept:sport:baseball,0.4480448067,259083,116080.792654256,1
concept:athlete:mike+AF8-lowell,concept:athleteplaysforteam,concept:sportsteam:red+AF8-sox,0.4276425838,1457.5,623.2890658885,1
concept:athlete:phil+AF8-simms,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4213170111,545.5,229.8284295551,1
concept:athlete:joe+AF8-namath,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-jets,0.4503163695,547.5,246.5482123013,1
concept:athlete:hideki+AF8-okajima,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.4428300858,1685.5,746.3901096159,1
concept:personmexico:jason+AF8-bay,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259173,110833.411371197,1
concept:athlete:tony+AF8-pena,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4167668819,259455,108132.251343364,1
concept:athlete:curt+AF8-schilling,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4744607806,259455,123101.221830573,1
concept:athlete:brayan+AF8-pena,concept:athleteplayssport,concept:sport:baseball,0.4114441276,259455,106751.236126458,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:neyland+AF8-stadium,0.5664188266,913,517.1403886858,1
concept:sportsteam:marlins,concept:teamhomestadium,concept:stadiumoreventvenue:dolphin+AF8-stadium,0.3854900301,194,74.7850658394,1
concept:athlete:jim+AF8-leyritz,concept:athleteplayssport,concept:sport:baseball,0.4276426435,259455,110954.022069293,1
concept:athlete:shelley+AF8-duncan,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:brad+AF8-butler,concept:athleteplaysforteam,concept:sportsteam:charlotte+AF8-bobcats,0.3276425838,203.5,66.6752658033,0
concept:athlete:scott+AF8-rolen,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:gary+AF8-carter,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4467203617,259455,115903.831444874,1
concept:athlete:gary+AF8-carter,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:jason+AF8-isringhausen,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4474327564,259455,116088.665811762,1
concept:athlete:justin+AF8-huber,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:clay+AF8-rapada,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4209414124,259455,109215.354154242,1
concept:personmexico:dan+AF8-uggla,concept:athleteplayssport,concept:sport:baseball,0.4213170111,259173,109193.99371782,1
concept:athlete:vladimir+AF8-radmanovic,concept:athleteledsportsteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.1063877165,1005.5,106.9728489408,0
concept:athlete:george+AF8-brett,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:sportsteam:new+AF8-york+AF8-mets,concept:teamhomestadium,concept:stadiumoreventvenue:shea+AF8-stadium,0.4276425838,194,82.9626612572,1
concept:athlete:yuniesky+AF8-betancourt,concept:athleteplayssport,concept:sport:baseball,0.9446018338,259455,245081.668788579,1
concept:athlete:torii+AF8-hunter,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:gaylord+AF8-perry,concept:athleteplaysinleague,concept:sportsleague:mlb,0.041463843,259455,10758.001385565,0
concept:sportsteam:oakland+AF8-raiders,concept:teamplaysinleague,concept:sportsleague:nfl,0.507842958,1848,938.493786384,1
concept:athlete:justin+AF8-huber,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276426136,259455,110954.014311588,1
concept:athlete:todd+AF8-jones,concept:athleteplayssport,concept:sport:baseball,0.6286510825,259455,163106.666610038,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:bryant+AF8-denny,0.4276425838,913,390.4376790094,1
concept:athlete:alcides+AF8-escobar,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:united+AF8-center,0.425349474,1992,847.296152208,1
concept:athlete:joe+AF8-nathan,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:kevin+AF8-brown,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:johnny+AF8-cueto,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3903417587,259455,101276.121003509,1
concept:athlete:paul+AF8-konerko,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4499302208,259455,116736.645437664,1
concept:athlete:frank+AF8-francisco,concept:athleteplaysforteam,concept:sportsteam:rangers,0.4019257164,317.5,127.611414957,0
concept:athlete:jake+AF8-tsakalidis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4252052009,259455,110321.61539951,1
concept:athlete:matt+AF8-wieters,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4105223119,259455,106512.066434015,1
concept:athlete:ty+AF8-wigginton,concept:athleteplayssport,concept:sport:baseball,0.6790001988,259455,176169.996579654,1
concept:coach:aaron+AF8-brooks,concept:athleteplaysforteam,concept:sportsteam:rockets,0.3916459382,460.5,180.3529545411,1
concept:personmexico:carlos+AF8-beltran,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4524922967,931,421.2703282277,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:shea+AF8-stadium,0.4749694765,2407,1143.2515299355,1
concept:athlete:morris+AF8-peterson,concept:athleteplaysforteam,concept:sportsteam:raptors,0.4951242208,887.5,439.42274596,1
concept:athlete:joe+AF8-flacco,concept:athleteplaysforteam,concept:sportsteam:baltimore+AF8-colts,0.3276425838,431.5,141.3777749097,0
concept:coach:mark+AF8-kotsay,concept:coachesteam,concept:sportsteam:atlanta+AF8-braves,0.4276425838,12,5.1317110056,1
concept:athlete:hanley+AF8-ramirez,concept:athleteplaysinleague,concept:sportsleague:mlb,0.6944193244,259455,180170.565812202,1
concept:sportsteam:suns,concept:teamplaysinleague,concept:sportsleague:nba,0.4106098115,2464,1011.742575536,1
concept:personmexico:esteban+AF8-german,concept:athleteplayssport,concept:sport:baseball,0.4910437167,259173,127265.273188289,1
concept:personaustralia:derek+AF8-fisher,concept:athleteledsportsteam,concept:sportsteam:los+AF8-angeles+AF8-lakers,0.5163173676,917,473.4630260892,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:tropicana+AF8-field,0.5237912536,2407,1260.7655474152,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:candlestick+AF8-park,0.4470738173,1660,742.142536718,1
concept:athlete:ty+AF8-wigginton,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:coach:pete+AF8-carroll,concept:worksfor,concept:sportsteam:usc,0.4251219928,8.5,3.6135369388,1
concept:athlete:jeremy+AF8-hermida,concept:athleteplaysforteam,concept:sportsteam:marlins,0.4276425838,659.5,282.0302840161,0
concept:athlete:eric+AF8-gagne,concept:athleteplayssport,concept:sport:baseball,0.4850607812,259455,125851.444986246,1
concept:athlete:rondell+AF8-white,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4782646,259455,124088.141793,1
concept:athlete:felix+AF8-pie,concept:athleteplayssport,concept:sport:baseball,0.5163173676,259455,133961.122610658,1
concept:athlete:nomar+AF8-garciaparra,concept:athleteplaysforteam,concept:sportsteam:dodgers,0.4176425838,659.5,275.4352840161,0
concept:athlete:homer+AF8-bailey,concept:athleteplayssport,concept:sport:baseball,0.4177514613,259455,108387.705391592,1
concept:personmexico:john+AF8-grabow,concept:athleteplayssport,concept:sport:baseball,0.5151929855,259173,133524.111630992,1
concept:athlete:armando+AF8-galarraga,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:yovani+AF8-gallardo,concept:athleteplayssport,concept:sport:baseball,0.4293332696,259455,111392.663464068,1
concept:athlete:charlie+AF8-batch,concept:athleteplaysforteam,concept:sportsteam:steelers,0.4058272064,317.5,128.850138032,0
concept:personmexico:miguel+AF8-cabrera,concept:athleteplaysinleague,concept:sportsleague:mlb,0.1009344459,259173,26159.4831472407,1
concept:sportsteam:kansas+AF8-city+AF8-chiefs,concept:teamplaysinleague,concept:sportsleague:nfl,0.0471510403,1848,87.1351224744,1
concept:personmexico:clint+AF8-barmes,concept:athleteledsportsteam,concept:sportsteam:colorado+AF8-rockies,0.4154526889,473,196.5091218497,0
concept:athlete:josh+AF8-hamilton,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:edwin+AF8-jackson,concept:athleteplayssport,concept:sport:baseball,0.5041660666,259455,130808.406809703,1
concept:athlete:kei+AF8-igawa,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4624125063,259455,119975.236822067,1
concept:athlete:ramon+AF8-ortiz,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:joba+AF8-chamberlain,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:scott+AF8-hairston,concept:athleteplayssport,concept:sport:baseball,0.4540960193,259455,117817.482687482,1
concept:athlete:tony+AF8-pena,concept:athleteplayssport,concept:sport:baseball,0.4954494536,259455,128546.837983788,1
concept:sportsteam:titans,concept:teamhomestadium,concept:stadiumoreventvenue:lp+AF8-field,0.4534059167,194,87.9607478398,1
concept:athlete:jake+AF8-westbrook,concept:athleteplayssport,concept:sport:baseball,0.4312478006,259455,111889.398104673,1
concept:sportsteam:seattle+AF8-mariners,concept:teamhomestadium,concept:stadiumoreventvenue:safeco+AF8-field,0.7709921598,194,149.5724790012,1
concept:athlete:felix+AF8-pie,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4065217078,259455,105474.089697249,1
concept:athlete:mike+AF8-lowell,concept:athleteledsportsteam,concept:sportsteam:red+AF8-sox,0.4276425838,1463.5,625.8549213913,1
concept:athlete:aramis+AF8-ramirez,concept:athleteplayssport,concept:sport:baseball,0.6515584588,259455,169050.099927954,1
concept:sportsteam:memphis+AF8-grizzlies,concept:teamhomestadium,concept:stadiumoreventvenue:fedex+AF8-forum,0.0891078115,194,17.286915431,1
concept:athlete:hedo+AF8-turkoglu,concept:athleteledsportsteam,concept:sportsteam:magic,0.5269783139,547.5,288.5206268603,1
concept:athlete:kirby+AF8-puckett,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:sportsteam:titans,concept:teamplaysinleague,concept:sportsleague:nfl,0.5211207271,1848,963.0311036808,1
concept:athlete:nick+AF8-young,concept:athleteledsportsteam,concept:sportsteam:washington+AF8-wizards,0.4231376648,318.5,134.7693462388,0
concept:athlete:hunter+AF8-pence,concept:athleteplaysforteam,concept:sportsteam:houston+AF8-astros,0.5452036262,545.5,297.4085780921,0
concept:athlete:brian+AF8-schneider,concept:athleteplayssport,concept:sport:baseball,0.4106097519,259455,106534.753179215,1
concept:athlete:sergio+AF8-romo,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:eli+AF8-manning,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-giants,0.5300896764,545.5,289.1639184762,1
concept:athlete:rafer+AF8-alston,concept:athleteledsportsteam,concept:sportsteam:rockets,0.4276425838,547.5,234.1343146305,1
concept:athlete:robbie+AF8-fowler,concept:athletehomestadium,concept:stadiumoreventvenue:anfield,0.3480448067,19,6.6128513273,0
concept:athlete:mike+AF8-mussina,concept:athleteplayssport,concept:sport:baseball,0.4917194843,259455,127579.078799057,1
concept:athlete:a+AF8-j+AF8AXw-burnett,concept:athleteplayssport,concept:sport:baseball,0.3992563188,259455,103589.048194254,1
concept:athlete:dexter+AF8-fowler,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475468695,259455,116118.273026123,1
concept:athlete:gary+AF8-sheffield,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:jose+AF8-guillen,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:coach:jose+AF8-ceda,concept:athleteplayssport,concept:sport:baseball,0.4623410702,259116,119799.968745943,1
concept:athlete:jhonny+AF8-peralta,concept:athleteplayssport,concept:sport:baseball,0.4113820195,259455,106735.121869373,1
concept:athlete:hideki+AF8-okajima,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4475862384,259455,116128.487484072,1
concept:athlete:david+AF8-wright,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-mets,0.4148387313,1005.5,417.1203443222,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:soldier+AF8-field,0.4357449114,1660,723.336552924,1
concept:athlete:jeff+AF8-clement,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:carl+AF8-crawford,concept:athleteplaysforteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.4147521555,287.6666666667,119.3103700655,1
concept:athlete:takashi+AF8-saito,concept:athleteplayssport,concept:sport:baseball,0.5711666346,259455,148192.039180143,1
concept:personmexico:miguel+AF8-batista,concept:athleteplayssport,concept:sport:baseball,0.6009163857,259173,155741.302431026,1
concept:athlete:adam+AF8-bostick,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:coach:juan+AF8-encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4118062854,259116,106705.597447706,1
concept:athlete:james+AF8-shields,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:athlete:jesse+AF8-orosco,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4203598201,259455,109064.457124045,1
concept:athlete:clay+AF8-rapada,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:personmexico:d+AF8-j+AF8AXw-mbenga,concept:athleteledsportsteam,concept:sportsteam:colorado+AF8-rockies,0.2276425838,473,107.6749421374,0
concept:athlete:edwin+AF8-encarnacion,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:evan+AF8-longoria,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5476207733,259455,142082.947736552,1
concept:sportsleague:ncaa,concept:leaguestadiums,concept:stadiumoreventvenue:lane+AF8-stadium,0.4276425838,913,390.4376790094,1
concept:athlete:carl+AF8-crawford,concept:coachesteam,concept:sportsteam:tampa+AF8-bay+AF8-devil+AF8-rays,0.432430625,9.6666666667,4.1801627083,1
concept:athlete:sam+AF8-bradford,concept:athleteledsportsteam,concept:sportsteam:sooners,0.4343757927,204,88.6126617108,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:pepsi+AF8-center,0.4134325087,1992,823.5575573304,1
concept:personmexico:scott+AF8-olsen,concept:athleteplayssport,concept:sport:baseball,0.4318557382,259173,111925.347236509,1
concept:athlete:brett+AF8-tomko,concept:athleteplayssport,concept:sport:baseball,0.7923625112,259455,205582.415343396,1
concept:athlete:ryan+AF8-braun,concept:athleteplaysforteam,concept:sportsteam:brewers,0.4276426435,431.5,184.5278006703,1
concept:coach:chuck+AF8-amato,concept:worksfor,concept:sportsteam:wolfpack,0.4014097154,8.5,3.4119825809,1
concept:athlete:paul+AF8-bako,concept:athleteplayssport,concept:sport:baseball,0.4274857044,259455,110913.303435102,1
concept:athlete:steve+AF8-trachsel,concept:athleteplayssport,concept:sport:baseball,0.3854900301,259455,100017.315759596,1
concept:sportsleague:mlb,concept:leaguestadiums,concept:stadiumoreventvenue:progressive+AF8-field,0.4771634936,2407,1148.5325290952,1
concept:athlete:jesse+AF8-crain,concept:athleteplayssport,concept:sport:baseball,0.4456683993,259455,115630.894540382,1
concept:athlete:dwyane+AF8-wade,concept:coachesteam,concept:sportsteam:heat,0.4276425838,9.6666666667,4.1338783101,1
concept:sportsteam:michigan+AF8-state,concept:teamplaysinleague,concept:sportsleague:ncaa,0.5470322371,1056,577.6660423776,1
concept:personmexico:david+AF8-ragan,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276423454,259173,110833.349584354,1
concept:coach:derrick+AF8-turnbow,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4602468014,259116,119257.310191562,1
concept:athlete:jackie+AF8-robinson,concept:athleteledsportsteam,concept:sportsteam:brooklyn+AF8-dodgers,0.3397005498,204,69.2989121592,1
concept:athlete:matt+AF8-clement,concept:athleteplayssport,concept:sport:baseball,0.5122892857,259455,132916.016621294,1
concept:athlete:matt+AF8-joyce,concept:athleteplaysinleague,concept:sportsleague:mlb,0.1574746966,259455,40857.597406353,1
concept:athlete:jacoby+AF8-ellsbury,concept:athleteplayssport,concept:sport:baseball,0.450077951,259455,116774.974776705,1
concept:coach:chan+AF8-gailey,concept:coachesteam,concept:sportsteam:georgia+AF8-tech,0.4587928057,18,8.2582705026,1
concept:athlete:randy+AF8-wolf,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4357070923,259455,113046.383632697,1
concept:athlete:jeff+AF8-kent,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4203598499,259455,109064.464855805,1
concept:athlete:ryan+AF8-doumit,concept:athleteplayssport,concept:sport:baseball,0.4219606221,259455,109479.793206956,1
concept:athlete:kelly+AF8-johnson,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:wachovia+AF8-center,0.4276425838,1992,851.8640269296,1
concept:athlete:justin+AF8-mason,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:sportsleague:nba,concept:leaguestadiums,concept:stadiumoreventvenue:staples+AF8-center,0.4976376295,1992,991.294157964,1
concept:athlete:dontrelle+AF8-willis,concept:athleteplaysinleague,concept:sportsleague:mlb,0.5848947763,259455,151753.874184917,1
concept:athlete:phil+AF8-rizzuto,concept:athleteplayssport,concept:sport:baseball,0.4346316457,259455,112767.353635094,1
concept:athlete:tracy+AF8-mcgrady,concept:athleteplaysforteam,concept:sportsteam:rockets,0.4106098413,545.5,223.9876684292,1
concept:sportsteam:charlotte+AF8-bobcats,concept:teamhomestadium,concept:stadiumoreventvenue:time+AF8-warner+AF8-cable+AF8-amphitheater,0.4390053749,194,85.1670427306,1
concept:athlete:melvin+AF8-mora,concept:athleteplayssport,concept:sport:baseball,0.4276424348,259455,110953.967921034,1
concept:athlete:david+AF8-huff,concept:athleteplayssport,concept:sport:baseball,0.4604875147,259455,119475.788126489,1
concept:sportsleague:nfl,concept:leaguestadiums,concept:stadiumoreventvenue:metrodome,0.41727826,1743,727.31600718,1
concept:personmexico:freddy+AF8-sanchez,concept:athleteledsportsteam,concept:sportsteam:pirates,0.4276423454,358.5,153.3097808259,1
concept:athlete:ramon+AF8-troncoso,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4276425838,259455,110954.006579829,1
concept:athlete:esteban+AF8-loaiza,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:personmexico:jeff+AF8-francis,concept:athleteplayssport,concept:sport:baseball,0.5209491253,259173,135015.947651377,1
concept:coach:scott+AF8-proctor,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3957529068,259116,102545.910198389,1
concept:athlete:jeremy,concept:athleteledsportsteam,concept:sportsteam:new+AF8-york+AF8-giants,0.4276426435,547.5,234.1343473163,1
concept:sportsteam:new+AF8-york+AF8-yankees,concept:teamhomestadium,concept:stadiumoreventvenue:yankee+AF8-stadium,0.4276425838,194,82.9626612572,1
concept:coach:aaron+AF8-brooks,concept:athleteledsportsteam,concept:sportsteam:rockets,0.4228075147,463,195.7598793061,1
concept:sportsteam:penn+AF8-state+AF8-nittany+AF8-lions,concept:teamhomestadium,concept:stadiumoreventvenue:beaver+AF8-stadium,0.4276425838,194,82.9626612572,1
concept:athlete:sean+AF8-henn,concept:athleteplayssport,concept:sport:baseball,0.4096707404,259455,106291.121950482,1
concept:athlete:andy+AF8-laroche,concept:athleteplayssport,concept:sport:baseball,0.425349474,259455,110359.04777667,1
concept:sportsteam:detroit+AF8-pistons,concept:teamhomestadium,concept:stadiumoreventvenue:palace+AF8-of+AF8-auburn+AF8-hills,0.4276425838,194,82.9626612572,1
concept:athlete:russell+AF8-martin,concept:athleteplayssport,concept:sport:baseball,0.4276426435,259455,110954.022069293,1
concept:athlete:john+AF8-danks,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3994260728,259455,103633.091718324,1
concept:athlete:justin+AF8-mason,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4069737196,259455,105591.366418818,1
concept:personmexico:casey+AF8-kotchman,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3854899704,259173,99908.5920984792,1
concept:athlete:matt+AF8-joyce,concept:athleteplayssport,concept:sport:baseball,0.4276425838,259455,110954.006579829,1
concept:coach:brian+AF8-falkenborg,concept:athleteplayssport,concept:sport:baseball,0.450077951,259116,116622.398351316,1
concept:athlete:roy+AF8-halladay,concept:athleteplayssport,concept:sport:baseball,0.4975450933,259455,129090.562182152,1
concept:athlete:kurt+AF8-warner,concept:athleteledsportsteam,concept:sportsteam:louis+AF8-cardinals,0.3854900301,776.5,299.3330083727,0
concept:personmexico:melky+AF8-cabrera,concept:athleteplaysforteam,concept:sportsteam:new+AF8-york+AF8-yankees,0.0550702751,1611,88.7182131861,0
concept:athlete:tim+AF8-tebow,concept:athleteledsportsteam,concept:sportsteam:florida+AF8-gators,0.4200423658,204,85.6886426232,1
concept:athlete:nick+AF8-masset,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4040887356,259455,104842.842895098,1
concept:personmexico:jose+AF8-contreras,concept:athleteplaysinleague,concept:sportsleague:mlb,0.3198715985,259173,82902.0817980405,1
concept:sportsteam:new+AF8-york+AF8-yankees,concept:teamplaysinleague,concept:sportsleague:mlb,0.4474327564,2464,1102.4743117696,1
concept:personmexico:dan+AF8-uggla,concept:athleteplaysforteam,concept:sportsteam:marlins,0.4197198462,585,245.536110027,0
concept:personmexico:miguel+AF8-batista,concept:athleteplaysinleague,concept:sportsleague:mlb,0.4019257724,259173,104168.308210225,1
concept:coach:larry+AF8-hughes,concept:athleteledsportsteam,concept:sportsteam:chicago+AF8-bulls,0.4587928355,348.5,159.8893031718,1
concept:athlete:kirk+AF8-hinrich,concept:athleteplaysforteam,concept:sportsteam:chicago+AF8-bulls,0.4276425838,431.5,184.5277749097,1
